ticker,company_name,sector,year,part1_observation_status,part1_gap_reason,part2_collection_status,part2_gap_reason,score_status,score_gap_reason,authenticity_index,cosine_alignment,l1_alignment,jaccard_theme_overlap,stated_theme_total_matches,disclosure_theme_total_matches,stated_top_themes,disclosure_top_themes,theme_gap_summary,part1_clean_text_sha256,part2_clean_text_sha256,part1_source_url,part2_sec_archive_url,taxonomy_version,part2_action_evidence_rate,part2_stakeholder_rate,part2_word_count,semantic_text_similarity,semantic_similarity_status,semantic_similarity_gap_reason,semantic_embedding_model,sector_percentile,sector_z_score
AXP,American Express,Financials,2024,usable,,collected,,scored,,38.932371,40.269437,38.932371,83.333333,52,1258,"[{""theme_id"": ""customers_and_service"", ""theme_label"": ""Customers and service"", ""match_count"": 19}, {""theme_id"": ""diversity_equity_and_inclusion"", ""theme_label"": ""Diversity, equity, and inclusion"", ""match_count"": 8}, {""theme_id"": ""social_impact_and_community"", ""theme_label"": ""Social impact and community"", ""match_count"": 6}]","[{""theme_id"": ""shareholders_and_performance"", ""theme_label"": ""Shareholders and performance"", ""match_count"": 384}, {""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""match_count"": 187}, {""theme_id"": ""diversity_equity_and_inclusion"", ""theme_label"": ""Diversity, equity, and inclusion"", ""match_count"": 157}]","[{""theme_id"": ""shareholders_and_performance"", ""theme_label"": ""Shareholders and performance"", ""stated_share"": 0.0, ""disclosure_share"": 0.305246, ""stated_minus_disclosure"": -0.305246}, {""theme_id"": ""customers_and_service"", ""theme_label"": ""Customers and service"", ""stated_share"": 0.365385, ""disclosure_share"": 0.101749, ""stated_minus_disclosure"": 0.263636}, {""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""stated_share"": 0.038462, ""disclosure_share"": 0.148649, ""stated_minus_disclosure"": -0.110187}, {""theme_id"": ""social_impact_and_community"", ""theme_label"": ""Social impact and community"", ""stated_share"": 0.115385, ""disclosure_share"": 0.019873, ""stated_minus_disclosure"": 0.095512}, {""theme_id"": ""purpose_and_identity"", ""theme_label"": ""Purpose and identity"", ""stated_share"": 0.096154, ""disclosure_share"": 0.00318, ""stated_minus_disclosure"": 0.092974}]",50c2d4fb966a44e81cf494fe6e1d472911bb64c9ee92dfa0e2da58406b38a478,eaf0373d09b65432f8bd9836e7845e852fda43fd5e42fb986d52c1a723fbafee,https://www.americanexpress.com/en-us/company/who-we-are/,https://www.sec.gov/Archives/edgar/data/4962/000119312524068837/d558747ddef14a.htm,1.0.0-keyword-baseline,0.0839,0.1963,70288,2.857766,computed,,sentence-transformers/all-MiniLM-L6-v2,0.513514,0.095219
BAC,Bank of America,Financials,2016,usable,,collected,,scored,,69.556707,80.023414,69.556707,83.333333,47,587,"[{""theme_id"": ""social_impact_and_community"", ""theme_label"": ""Social impact and community"", ""match_count"": 9}, {""theme_id"": ""customers_and_service"", ""theme_label"": ""Customers and service"", ""match_count"": 7}, {""theme_id"": ""employees_and_workplace"", ""theme_label"": ""Employees and workplace"", ""match_count"": 7}]","[{""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""match_count"": 150}, {""theme_id"": ""customers_and_service"", ""theme_label"": ""Customers and service"", ""match_count"": 113}, {""theme_id"": ""diversity_equity_and_inclusion"", ""theme_label"": ""Diversity, equity, and inclusion"", ""match_count"": 105}]","[{""theme_id"": ""social_impact_and_community"", ""theme_label"": ""Social impact and community"", ""stated_share"": 0.191489, ""disclosure_share"": 0.018739, ""stated_minus_disclosure"": 0.17275}, {""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""stated_share"": 0.12766, ""disclosure_share"": 0.255537, ""stated_minus_disclosure"": -0.127877}, {""theme_id"": ""diversity_equity_and_inclusion"", ""theme_label"": ""Diversity, equity, and inclusion"", ""stated_share"": 0.106383, ""disclosure_share"": 0.178876, ""stated_minus_disclosure"": -0.072493}, {""theme_id"": ""collaboration_and_partnership"", ""theme_label"": ""Collaboration and partnership"", ""stated_share"": 0.085106, ""disclosure_share"": 0.02385, ""stated_minus_disclosure"": 0.061256}, {""theme_id"": ""customers_and_service"", ""theme_label"": ""Customers and service"", ""stated_share"": 0.148936, ""disclosure_share"": 0.192504, ""stated_minus_disclosure"": -0.043568}]",9752111b41195dfc3b0d9eb6884bf76e6ac6940d8c1c02e9537b2bc38397dd3e,82c6b4d7df28362cf2f5d0bb886d346724b379c705f7f8ecee64021a98678e50,http://about.bankofamerica.com:80/,https://www.sec.gov/Archives/edgar/data/70858/000119312516508200/d87843ddef14a.htm,1.0.0-keyword-baseline,0.1496,0.2462,43452,2.976595,computed,,sentence-transformers/all-MiniLM-L6-v2,0.972973,1.668275
BAC,Bank of America,Financials,2017,usable,,collected,,scored,,72.495791,87.074542,72.495791,83.333333,44,864,"[{""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""match_count"": 14}, {""theme_id"": ""customers_and_service"", ""theme_label"": ""Customers and service"", ""match_count"": 8}, {""theme_id"": ""employees_and_workplace"", ""theme_label"": ""Employees and workplace"", ""match_count"": 4}]","[{""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""match_count"": 233}, {""theme_id"": ""diversity_equity_and_inclusion"", ""theme_label"": ""Diversity, equity, and inclusion"", ""match_count"": 166}, {""theme_id"": ""customers_and_service"", ""theme_label"": ""Customers and service"", ""match_count"": 127}]","[{""theme_id"": ""diversity_equity_and_inclusion"", ""theme_label"": ""Diversity, equity, and inclusion"", ""stated_share"": 0.045455, ""disclosure_share"": 0.19213, ""stated_minus_disclosure"": -0.146675}, {""theme_id"": ""social_impact_and_community"", ""theme_label"": ""Social impact and community"", ""stated_share"": 0.090909, ""disclosure_share"": 0.010417, ""stated_minus_disclosure"": 0.080492}, {""theme_id"": ""purpose_and_identity"", ""theme_label"": ""Purpose and identity"", ""stated_share"": 0.090909, ""disclosure_share"": 0.011574, ""stated_minus_disclosure"": 0.079335}, {""theme_id"": ""employees_and_workplace"", ""theme_label"": ""Employees and workplace"", ""stated_share"": 0.090909, ""disclosure_share"": 0.142361, ""stated_minus_disclosure"": -0.051452}, {""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""stated_share"": 0.318182, ""disclosure_share"": 0.269676, ""stated_minus_disclosure"": 0.048506}]",3fca849f888c822887246072d73620a447d12c0d55d2e5f2aa7d891444a6af50,426880a8837380e05122265aba13a9f013e4d18511be9c3f08e77c55384b30f7,http://about.bankofamerica.com/,https://www.sec.gov/Archives/edgar/data/70858/000119312517082970/d269586ddef14a.htm,1.0.0-keyword-baseline,0.171,0.2459,52061,10.236646,computed,,sentence-transformers/all-MiniLM-L6-v2,1.0,1.819245
BAC,Bank of America,Financials,2018,usable,,collected,,scored,,71.69163,86.995318,71.69163,83.333333,42,887,"[{""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""match_count"": 14}, {""theme_id"": ""customers_and_service"", ""theme_label"": ""Customers and service"", ""match_count"": 7}, {""theme_id"": ""social_impact_and_community"", ""theme_label"": ""Social impact and community"", ""match_count"": 5}]","[{""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""match_count"": 223}, {""theme_id"": ""customers_and_service"", ""theme_label"": ""Customers and service"", ""match_count"": 151}, {""theme_id"": ""diversity_equity_and_inclusion"", ""theme_label"": ""Diversity, equity, and inclusion"", ""match_count"": 148}]","[{""theme_id"": ""diversity_equity_and_inclusion"", ""theme_label"": ""Diversity, equity, and inclusion"", ""stated_share"": 0.047619, ""disclosure_share"": 0.166855, ""stated_minus_disclosure"": -0.119236}, {""theme_id"": ""social_impact_and_community"", ""theme_label"": ""Social impact and community"", ""stated_share"": 0.119048, ""disclosure_share"": 0.027057, ""stated_minus_disclosure"": 0.09199}, {""theme_id"": ""purpose_and_identity"", ""theme_label"": ""Purpose and identity"", ""stated_share"": 0.095238, ""disclosure_share"": 0.003382, ""stated_minus_disclosure"": 0.091856}, {""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""stated_share"": 0.333333, ""disclosure_share"": 0.251409, ""stated_minus_disclosure"": 0.081924}, {""theme_id"": ""employees_and_workplace"", ""theme_label"": ""Employees and workplace"", ""stated_share"": 0.095238, ""disclosure_share"": 0.156708, ""stated_minus_disclosure"": -0.06147}]",c2ef05d7b54b0bde71186dee72a6f4b821d7694cb275dfc9c9d20962bf8c514c,bd86fbea21687676313e2ece7f499095fd5d611da167d1417b24e4f8e884011a,http://about.bankofamerica.com:80/,https://www.sec.gov/Archives/edgar/data/70858/000119312518078695/d501004ddef14a.htm,1.0.0-keyword-baseline,0.1781,0.3031,52786,6.460557,computed,,sentence-transformers/all-MiniLM-L6-v2,0.986486,1.777938
BAC,Bank of America,Financials,2019,usable,,collected,,scored,,65.194272,76.842421,65.194272,83.333333,36,1447,"[{""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""match_count"": 9}, {""theme_id"": ""customers_and_service"", ""theme_label"": ""Customers and service"", ""match_count"": 6}, {""theme_id"": ""social_impact_and_community"", ""theme_label"": ""Social impact and community"", ""match_count"": 5}]","[{""theme_id"": ""employees_and_workplace"", ""theme_label"": ""Employees and workplace"", ""match_count"": 406}, {""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""match_count"": 275}, {""theme_id"": ""diversity_equity_and_inclusion"", ""theme_label"": ""Diversity, equity, and inclusion"", ""match_count"": 256}]","[{""theme_id"": ""employees_and_workplace"", ""theme_label"": ""Employees and workplace"", ""stated_share"": 0.111111, ""disclosure_share"": 0.280581, ""stated_minus_disclosure"": -0.169469}, {""theme_id"": ""diversity_equity_and_inclusion"", ""theme_label"": ""Diversity, equity, and inclusion"", ""stated_share"": 0.055556, ""disclosure_share"": 0.176918, ""stated_minus_disclosure"": -0.121362}, {""theme_id"": ""social_impact_and_community"", ""theme_label"": ""Social impact and community"", ""stated_share"": 0.138889, ""disclosure_share"": 0.024879, ""stated_minus_disclosure"": 0.11401}, {""theme_id"": ""purpose_and_identity"", ""theme_label"": ""Purpose and identity"", ""stated_share"": 0.111111, ""disclosure_share"": 0.009675, ""stated_minus_disclosure"": 0.101436}, {""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""stated_share"": 0.25, ""disclosure_share"": 0.190048, ""stated_minus_disclosure"": 0.059952}]",c75db2f4d3d1149324d13a2ea26bb4c855cc64fcf35c80d838c0b5db202cec88,0612ca9520fc12e1a9fe75d7c266650b7410121c76929ba8fdf628d70b82993a,https://about.bankofamerica.com/,https://www.sec.gov/Archives/edgar/data/70858/000119312519072939/d641622ddef14a.htm,1.0.0-keyword-baseline,0.1455,0.4571,78325,6.070299,computed,,sentence-transformers/all-MiniLM-L6-v2,0.959459,1.444194
BAC,Bank of America,Financials,2020,usable,,collected,,scored,,64.139484,74.287224,64.139484,83.333333,34,1724,"[{""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""match_count"": 9}, {""theme_id"": ""customers_and_service"", ""theme_label"": ""Customers and service"", ""match_count"": 5}, {""theme_id"": ""employees_and_workplace"", ""theme_label"": ""Employees and workplace"", ""match_count"": 4}]","[{""theme_id"": ""shareholders_and_performance"", ""theme_label"": ""Shareholders and performance"", ""match_count"": 436}, {""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""match_count"": 299}, {""theme_id"": ""employees_and_workplace"", ""theme_label"": ""Employees and workplace"", ""match_count"": 248}]","[{""theme_id"": ""shareholders_and_performance"", ""theme_label"": ""Shareholders and performance"", ""stated_share"": 0.058824, ""disclosure_share"": 0.2529, ""stated_minus_disclosure"": -0.194077}, {""theme_id"": ""purpose_and_identity"", ""theme_label"": ""Purpose and identity"", ""stated_share"": 0.117647, ""disclosure_share"": 0.009281, ""stated_minus_disclosure"": 0.108366}, {""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""stated_share"": 0.264706, ""disclosure_share"": 0.173434, ""stated_minus_disclosure"": 0.091272}, {""theme_id"": ""social_impact_and_community"", ""theme_label"": ""Social impact and community"", ""stated_share"": 0.117647, ""disclosure_share"": 0.031323, ""stated_minus_disclosure"": 0.086325}, {""theme_id"": ""diversity_equity_and_inclusion"", ""theme_label"": ""Diversity, equity, and inclusion"", ""stated_share"": 0.058824, ""disclosure_share"": 0.131671, ""stated_minus_disclosure"": -0.072847}]",a75a75929c9088881bbb36bdb20df1609811c83391fabeccffc4ac089a932421,bb702b41dd5c3c5bfd23f630b06faaa26c259b35aead6c7ac32a5c4ef64e7921,https://about.bankofamerica.com/,https://www.sec.gov/Archives/edgar/data/70858/000119312520066901/d839807ddef14a.htm,1.0.0-keyword-baseline,0.1112,0.4381,60265,1.462134,computed,,sentence-transformers/all-MiniLM-L6-v2,0.945946,1.390013
BAC,Bank of America,Financials,2021,usable,,collected,,scored,,6.389906,17.543476,6.389906,8.333333,2,2457,"[{""theme_id"": ""social_impact_and_community"", ""theme_label"": ""Social impact and community"", ""match_count"": 2}]","[{""theme_id"": ""shareholders_and_performance"", ""theme_label"": ""Shareholders and performance"", ""match_count"": 512}, {""theme_id"": ""employees_and_workplace"", ""theme_label"": ""Employees and workplace"", ""match_count"": 375}, {""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""match_count"": 343}]","[{""theme_id"": ""social_impact_and_community"", ""theme_label"": ""Social impact and community"", ""stated_share"": 1.0, ""disclosure_share"": 0.063899, ""stated_minus_disclosure"": 0.936101}, {""theme_id"": ""shareholders_and_performance"", ""theme_label"": ""Shareholders and performance"", ""stated_share"": 0.0, ""disclosure_share"": 0.208384, ""stated_minus_disclosure"": -0.208384}, {""theme_id"": ""employees_and_workplace"", ""theme_label"": ""Employees and workplace"", ""stated_share"": 0.0, ""disclosure_share"": 0.152625, ""stated_minus_disclosure"": -0.152625}, {""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""stated_share"": 0.0, ""disclosure_share"": 0.139601, ""stated_minus_disclosure"": -0.139601}, {""theme_id"": ""diversity_equity_and_inclusion"", ""theme_label"": ""Diversity, equity, and inclusion"", ""stated_share"": 0.0, ""disclosure_share"": 0.136752, ""stated_minus_disclosure"": -0.136752}]",3b352c0c8675542be8bf393c7febb1b7a83c6c33e8205769bb672d6d56098d01,0b54436d946313bb4ad3631cecac9d066bb7bcbb1323acc5d13314f110cdeb91,https://about.bankofamerica.com/,https://www.sec.gov/Archives/edgar/data/70858/000119312521072547/d937842ddef14a.htm,1.0.0-keyword-baseline,0.1022,0.5613,85162,-3.695923,computed,,sentence-transformers/all-MiniLM-L6-v2,0.054054,-1.576365
BAC,Bank of America,Financials,2022,usable,,collected,,scored,,9.990917,20.422073,9.990917,16.666667,5,2202,"[{""theme_id"": ""social_impact_and_community"", ""theme_label"": ""Social impact and community"", ""match_count"": 3}, {""theme_id"": ""health_safety_and_wellbeing"", ""theme_label"": ""Health, safety, and wellbeing"", ""match_count"": 2}]","[{""theme_id"": ""environment_and_sustainability"", ""theme_label"": ""Environment and sustainability"", ""match_count"": 367}, {""theme_id"": ""shareholders_and_performance"", ""theme_label"": ""Shareholders and performance"", ""match_count"": 353}, {""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""match_count"": 337}]","[{""theme_id"": ""social_impact_and_community"", ""theme_label"": ""Social impact and community"", ""stated_share"": 0.6, ""disclosure_share"": 0.064941, ""stated_minus_disclosure"": 0.535059}, {""theme_id"": ""health_safety_and_wellbeing"", ""theme_label"": ""Health, safety, and wellbeing"", ""stated_share"": 0.4, ""disclosure_share"": 0.034968, ""stated_minus_disclosure"": 0.365032}, {""theme_id"": ""environment_and_sustainability"", ""theme_label"": ""Environment and sustainability"", ""stated_share"": 0.0, ""disclosure_share"": 0.166667, ""stated_minus_disclosure"": -0.166667}, {""theme_id"": ""shareholders_and_performance"", ""theme_label"": ""Shareholders and performance"", ""stated_share"": 0.0, ""disclosure_share"": 0.160309, ""stated_minus_disclosure"": -0.160309}, {""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""stated_share"": 0.0, ""disclosure_share"": 0.153043, ""stated_minus_disclosure"": -0.153043}]",94e1f097e08928c2f317da71370773d567d0c1e9e9c7d1342eb738ec0532c618,0ceca73c3d6d66c3078c97b7412a80b4f46371d8c31074454394e2f53f93b2d5,https://about.bankofamerica.com/,https://www.sec.gov/Archives/edgar/data/70858/000119312522067335/d222593ddef14a.htm,1.0.0-keyword-baseline,0.1298,0.4827,70856,-1.074465,computed,,sentence-transformers/all-MiniLM-L6-v2,0.094595,-1.391395
BAC,Bank of America,Financials,2023,usable,,collected,,scored,,47.696477,52.988864,47.696477,33.333333,7,2583,"[{""theme_id"": ""social_impact_and_community"", ""theme_label"": ""Social impact and community"", ""match_count"": 3}, {""theme_id"": ""environment_and_sustainability"", ""theme_label"": ""Environment and sustainability"", ""match_count"": 2}, {""theme_id"": ""customers_and_service"", ""theme_label"": ""Customers and service"", ""match_count"": 1}]","[{""theme_id"": ""environment_and_sustainability"", ""theme_label"": ""Environment and sustainability"", ""match_count"": 507}, {""theme_id"": ""shareholders_and_performance"", ""theme_label"": ""Shareholders and performance"", ""match_count"": 474}, {""theme_id"": ""diversity_equity_and_inclusion"", ""theme_label"": ""Diversity, equity, and inclusion"", ""match_count"": 383}]","[{""theme_id"": ""social_impact_and_community"", ""theme_label"": ""Social impact and community"", ""stated_share"": 0.428571, ""disclosure_share"": 0.043748, ""stated_minus_disclosure"": 0.384824}, {""theme_id"": ""shareholders_and_performance"", ""theme_label"": ""Shareholders and performance"", ""stated_share"": 0.0, ""disclosure_share"": 0.183508, ""stated_minus_disclosure"": -0.183508}, {""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""stated_share"": 0.0, ""disclosure_share"": 0.140534, ""stated_minus_disclosure"": -0.140534}, {""theme_id"": ""employees_and_workplace"", ""theme_label"": ""Employees and workplace"", ""stated_share"": 0.0, ""disclosure_share"": 0.114208, ""stated_minus_disclosure"": -0.114208}, {""theme_id"": ""environment_and_sustainability"", ""theme_label"": ""Environment and sustainability"", ""stated_share"": 0.285714, ""disclosure_share"": 0.196283, ""stated_minus_disclosure"": 0.089431}]",7b97ff72f83730f843e5e1d1f2ec0796b6c66c5375151026d76ed9ad6ab4abfe,36de9bfb3350f409772203883ea11589f5e40cab429a7851035f0a8080a4bf5b,https://about.bankofamerica.com/,https://www.sec.gov/Archives/edgar/data/70858/000119312523062686/d294559ddef14a.htm,1.0.0-keyword-baseline,0.1152,0.3776,93760,-3.884688,computed,,sentence-transformers/all-MiniLM-L6-v2,0.648649,0.545398
BAC,Bank of America,Financials,2024,usable,,collected,,scored,,49.291176,53.103841,49.291176,50.0,16,2125,"[{""theme_id"": ""customers_and_service"", ""theme_label"": ""Customers and service"", ""match_count"": 5}, {""theme_id"": ""social_impact_and_community"", ""theme_label"": ""Social impact and community"", ""match_count"": 4}, {""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""match_count"": 3}]","[{""theme_id"": ""shareholders_and_performance"", ""theme_label"": ""Shareholders and performance"", ""match_count"": 511}, {""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""match_count"": 319}, {""theme_id"": ""diversity_equity_and_inclusion"", ""theme_label"": ""Diversity, equity, and inclusion"", ""match_count"": 310}]","[{""theme_id"": ""shareholders_and_performance"", ""theme_label"": ""Shareholders and performance"", ""stated_share"": 0.0, ""disclosure_share"": 0.240471, ""stated_minus_disclosure"": -0.240471}, {""theme_id"": ""social_impact_and_community"", ""theme_label"": ""Social impact and community"", ""stated_share"": 0.25, ""disclosure_share"": 0.027765, ""stated_minus_disclosure"": 0.222235}, {""theme_id"": ""customers_and_service"", ""theme_label"": ""Customers and service"", ""stated_share"": 0.3125, ""disclosure_share"": 0.103059, ""stated_minus_disclosure"": 0.209441}, {""theme_id"": ""environment_and_sustainability"", ""theme_label"": ""Environment and sustainability"", ""stated_share"": 0.0, ""disclosure_share"": 0.124235, ""stated_minus_disclosure"": -0.124235}, {""theme_id"": ""employees_and_workplace"", ""theme_label"": ""Employees and workplace"", ""stated_share"": 0.0625, ""disclosure_share"": 0.130824, ""stated_minus_disclosure"": -0.068324}]",1f28b2db181f2a743932008e98ca6efef411cb35346438ba21f821dd2a5f9b50,e8b49111bbe3b3d19bc133a59a3b84428517256360bdc90c7bb505f67a4365c9,https://about.bankofamerica.com/,https://www.sec.gov/Archives/edgar/data/70858/000119312524064529/d529855ddef14a.htm,1.0.0-keyword-baseline,0.1299,0.3241,87019,13.778593,computed,,sentence-transformers/all-MiniLM-L6-v2,0.702703,0.627311
BLK,BlackRock,Financials,2016,usable,,missing,no_def14a_filing_for_calendar_year,missing_part2,Part 2 proxy disclosure is not collected.,,,,,34,0,"[{""theme_id"": ""customers_and_service"", ""theme_label"": ""Customers and service"", ""match_count"": 8}, {""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""match_count"": 7}, {""theme_id"": ""integrity_and_ethics"", ""theme_label"": ""Integrity and ethics"", ""match_count"": 4}]",[],"[{""theme_id"": ""customers_and_service"", ""theme_label"": ""Customers and service"", ""stated_share"": 0.235294, ""disclosure_share"": 0.0, ""stated_minus_disclosure"": 0.235294}, {""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""stated_share"": 0.205882, ""disclosure_share"": 0.0, ""stated_minus_disclosure"": 0.205882}, {""theme_id"": ""integrity_and_ethics"", ""theme_label"": ""Integrity and ethics"", ""stated_share"": 0.117647, ""disclosure_share"": 0.0, ""stated_minus_disclosure"": 0.117647}, {""theme_id"": ""social_impact_and_community"", ""theme_label"": ""Social impact and community"", ""stated_share"": 0.117647, ""disclosure_share"": 0.0, ""stated_minus_disclosure"": 0.117647}, {""theme_id"": ""employees_and_workplace"", ""theme_label"": ""Employees and workplace"", ""stated_share"": 0.088235, ""disclosure_share"": 0.0, ""stated_minus_disclosure"": 0.088235}]",2faf326fb14ba09d47477e5f6795534e33f5ed416f57db01982384f1d6932053,,http://www.blackrock.com:80/corporate/about-us,,1.0.0-keyword-baseline,,,0,,missing_part2_text,Part 2 proxy clean text is unavailable.,,,
BLK,BlackRock,Financials,2017,usable,,missing,no_def14a_filing_for_calendar_year,missing_part2,Part 2 proxy disclosure is not collected.,,,,,16,0,"[{""theme_id"": ""customers_and_service"", ""theme_label"": ""Customers and service"", ""match_count"": 7}, {""theme_id"": ""environment_and_sustainability"", ""theme_label"": ""Environment and sustainability"", ""match_count"": 3}, {""theme_id"": ""shareholders_and_performance"", ""theme_label"": ""Shareholders and performance"", ""match_count"": 3}]",[],"[{""theme_id"": ""customers_and_service"", ""theme_label"": ""Customers and service"", ""stated_share"": 0.4375, ""disclosure_share"": 0.0, ""stated_minus_disclosure"": 0.4375}, {""theme_id"": ""environment_and_sustainability"", ""theme_label"": ""Environment and sustainability"", ""stated_share"": 0.1875, ""disclosure_share"": 0.0, ""stated_minus_disclosure"": 0.1875}, {""theme_id"": ""shareholders_and_performance"", ""theme_label"": ""Shareholders and performance"", ""stated_share"": 0.1875, ""disclosure_share"": 0.0, ""stated_minus_disclosure"": 0.1875}, {""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""stated_share"": 0.125, ""disclosure_share"": 0.0, ""stated_minus_disclosure"": 0.125}, {""theme_id"": ""social_impact_and_community"", ""theme_label"": ""Social impact and community"", ""stated_share"": 0.0625, ""disclosure_share"": 0.0, ""stated_minus_disclosure"": 0.0625}]",a103e88095033e29c7d99618fecba2f9b3484ff2c987cf9269b00b76ce303cda,,https://www.blackrock.com/corporate/about-us,,1.0.0-keyword-baseline,,,0,,missing_part2_text,Part 2 proxy clean text is unavailable.,,,
BLK,BlackRock,Financials,2018,usable,,missing,no_def14a_filing_for_calendar_year,missing_part2,Part 2 proxy disclosure is not collected.,,,,,23,0,"[{""theme_id"": ""customers_and_service"", ""theme_label"": ""Customers and service"", ""match_count"": 8}, {""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""match_count"": 7}, {""theme_id"": ""environment_and_sustainability"", ""theme_label"": ""Environment and sustainability"", ""match_count"": 3}]",[],"[{""theme_id"": ""customers_and_service"", ""theme_label"": ""Customers and service"", ""stated_share"": 0.347826, ""disclosure_share"": 0.0, ""stated_minus_disclosure"": 0.347826}, {""theme_id"": ""leadership_and_accountability"", ""theme_label"": ""Leadership and accountability"", ""stated_share"": 0.304348, ""disclosure_share"": 0.0, ""stated_minus_disclosure"": 0.304348}, {""theme_id"": ""environment_and_sustainability"", ""theme_label"": ""Environment and sustainability"", ""stated_share"": 0.130435, ""disclosure_share"": 0.0, ""stated_minus_disclosure"": 0.130435}, {""theme_id"": ""shareholders_and_performance"", ""theme_label"": ""Shareholders and performance"", ""stated_share"": 0.130435, ""disclosure_share"": 0.0, ""stated_minus_disclosure"": 0.130435}, {""theme_id"": ""purpose_and_identity"", ""theme_label"": ""Purpose and identity"", ""stated_share"": 0.043478, ""disclosure_share"": 0.0, ""stated_minus_disclosure"": 0.043478}]",b033503e07342a3ee22b368926eab39129d1b854596733dbfa0e6f3aec8ffc95,,https://www.blackrock.com/corporate/about-us,,1.0.0-keyword-baseline,,,0,,missing_part2_text,Part 2 proxy clean text is unavailable.,,,
BLK,BlackRock,Financials,2019,usable,,missing,no_def14a_filing_for_calendar_year,missing_part2,Part 2 proxy disclosure is not collected.,,,,,31,0,"[{""theme_id"": ""health_safety_and_wellbeing"", ""theme_label"": ""Health, safety, and wellbeing"", ""match_count"": 12}, {""theme_id"": ""shareholders_and_performance"", ""theme_label"": ""Shareholders and performance"", ""match_count"": 4}, {""theme_id"": ""social_impact_and_community"", ""theme_label"": ""Social impact and community"", ""match_count"": 3}]",[],"[{""theme_id"": ""health_safety_and_wellbeing"", ""theme_label"": ""Health, safety, and wellbeing"", ""stated_share"": 0.387097, ""disclosure_share"": 0.0, ""stated_minus_disclosure"": 0.387097}, {""theme_id"": ""shareholders_and_performance"", ""theme_label"": ""Shareholders and performance"", ""stated_share"": 0.129032, ""disclosure_share"": 0.0, ""stated_minus_disclosure"": 0.129032}, {""theme_id"": ""social_impact_and_community"", ""theme_label"": ""Social impact and community"", ""stated_share"": 0.096774, ""disclosure_share"": 0.0, ""stated_minus_disclosure"": 0.096774}, {""theme_id"": ""customers_and_service"", ""theme_label"": ""Customers and service"", ""stated_share"": 0.064516, ""disclosure_share"": 0.0, ""stated_minus_disclosure"": 0.064516}, {""theme_id"": ""employees_and_workplace"", ""theme_label"": ""Employees and workplace"", ""stated_share"": 0.064516, ""disclosure_share"": 0.0, ""stated_minus_disclosure"": 0.064516}]",cf02ed66d6630505e5638f604d94fd0635664b26b6f0ae73ffa9b335081ddadc,,https://www.blackrock.com/corporate/about-us,,1.0.0-keyword-baseline,,,0,,missing_part2_text,Part 2 proxy clean text is unavailable.,,,
