ticker,cik,company_name,year,form,filing_date,report_date,accession_number,primary_document,source_url,sec_archive_url
BAC,0000070858,Bank of America,2018,DEF 14A,2018-03-12,2018-04-25,0001193125-18-078695,d501004ddef14a.htm,https://data.sec.gov/submissions/CIK0000070858.json,https://www.sec.gov/Archives/edgar/data/70858/000119312518078695/d501004ddef14a.htm
BAC,0000070858,Bank of America,2019,DEF 14A,2019-03-13,2019-04-24,0001193125-19-072939,d641622ddef14a.htm,https://data.sec.gov/submissions/CIK0000070858.json,https://www.sec.gov/Archives/edgar/data/70858/000119312519072939/d641622ddef14a.htm
BAC,0000070858,Bank of America,2020,DEF 14A,2020-03-09,2020-04-22,0001193125-20-066901,d839807ddef14a.htm,https://data.sec.gov/submissions/CIK0000070858.json,https://www.sec.gov/Archives/edgar/data/70858/000119312520066901/d839807ddef14a.htm
BAC,0000070858,Bank of America,2021,DEF 14A,2021-03-08,2021-04-20,0001193125-21-072547,d937842ddef14a.htm,https://data.sec.gov/submissions/CIK0000070858.json,https://www.sec.gov/Archives/edgar/data/70858/000119312521072547/d937842ddef14a.htm
BAC,0000070858,Bank of America,2022,DEF 14A,2022-03-07,2022-04-26,0001193125-22-067335,d222593ddef14a.htm,https://data.sec.gov/submissions/CIK0000070858.json,https://www.sec.gov/Archives/edgar/data/70858/000119312522067335/d222593ddef14a.htm
BAC,0000070858,Bank of America,2023,DEF 14A,2023-03-07,,0001193125-23-062686,d294559ddef14a.htm,https://data.sec.gov/submissions/CIK0000070858.json,https://www.sec.gov/Archives/edgar/data/70858/000119312523062686/d294559ddef14a.htm
BAC,0000070858,Bank of America,2024,DEF 14A,2024-03-11,2024-04-24,0001193125-24-064529,d529855ddef14a.htm,https://data.sec.gov/submissions/CIK0000070858.json,https://www.sec.gov/Archives/edgar/data/70858/000119312524064529/d529855ddef14a.htm
WFC,0000072971,Wells Fargo,2016,DEF 14A,2016-03-16,2016-04-26,0001193125-16-506771,d897049ddef14a.htm,https://data.sec.gov/submissions/CIK0000072971.json,https://www.sec.gov/Archives/edgar/data/72971/000119312516506771/d897049ddef14a.htm
WFC,0000072971,Wells Fargo,2017,DEF 14A,2017-03-15,2017-04-25,0001193125-17-083591,d305364ddef14a.htm,https://data.sec.gov/submissions/CIK0000072971.json,https://www.sec.gov/Archives/edgar/data/72971/000119312517083591/d305364ddef14a.htm
WFC,0000072971,Wells Fargo,2018,DEF 14A,2018-03-14,2018-04-24,0001193125-18-082312,d522023ddef14a.htm,https://data.sec.gov/submissions/CIK0000072971.json,https://www.sec.gov/Archives/edgar/data/72971/000119312518082312/d522023ddef14a.htm
WFC,0000072971,Wells Fargo,2019,DEF 14A,2019-03-13,2019-04-23,0001193125-19-073314,d699854ddef14a.htm,https://data.sec.gov/submissions/CIK0000072971.json,https://www.sec.gov/Archives/edgar/data/72971/000119312519073314/d699854ddef14a.htm
WFC,0000072971,Wells Fargo,2020,DEF 14A,2020-03-16,2020-04-28,0001193125-20-074921,d864220ddef14a.htm,https://data.sec.gov/submissions/CIK0000072971.json,https://www.sec.gov/Archives/edgar/data/72971/000119312520074921/d864220ddef14a.htm
WFC,0000072971,Wells Fargo,2021,DEF 14A,2021-03-16,2021-04-27,0001193125-21-082907,d71313ddef14a.htm,https://data.sec.gov/submissions/CIK0000072971.json,https://www.sec.gov/Archives/edgar/data/72971/000119312521082907/d71313ddef14a.htm
WFC,0000072971,Wells Fargo,2022,DEF 14A,2022-03-14,2022-04-26,0001193125-22-074612,d304150ddef14a.htm,https://data.sec.gov/submissions/CIK0000072971.json,https://www.sec.gov/Archives/edgar/data/72971/000119312522074612/d304150ddef14a.htm
WFC,0000072971,Wells Fargo,2023,DEF 14A,2023-03-15,,0001193125-23-071373,d399928ddef14a.htm,https://data.sec.gov/submissions/CIK0000072971.json,https://www.sec.gov/Archives/edgar/data/72971/000119312523071373/d399928ddef14a.htm
WFC,0000072971,Wells Fargo,2024,DEF 14A,2024-03-18,2024-04-30,0000072971-24-000084,wfc-20240315.htm,https://data.sec.gov/submissions/CIK0000072971.json,https://www.sec.gov/Archives/edgar/data/72971/000007297124000084/wfc-20240315.htm
GS,0000886982,Goldman Sachs,2016,DEF 14A,2016-04-08,2016-05-20,0001193125-16-534905,d147599ddef14a.htm,https://data.sec.gov/submissions/CIK0000886982.json,https://www.sec.gov/Archives/edgar/data/886982/000119312516534905/d147599ddef14a.htm
GS,0000886982,Goldman Sachs,2017,DEF 14A,2017-03-17,2017-04-28,0001193125-17-086538,d535038ddef14a.htm,https://data.sec.gov/submissions/CIK0000886982.json,https://www.sec.gov/Archives/edgar/data/886982/000119312517086538/d535038ddef14a.htm
GS,0000886982,Goldman Sachs,2018,DEF 14A,2018-03-23,2018-05-02,0001193125-18-093157,d552223ddef14a.htm,https://data.sec.gov/submissions/CIK0000886982.json,https://www.sec.gov/Archives/edgar/data/886982/000119312518093157/d552223ddef14a.htm
GS,0000886982,Goldman Sachs,2019,DEF 14A,2019-03-22,2019-05-02,0001193125-19-082951,d635602ddef14a.htm,https://data.sec.gov/submissions/CIK0000886982.json,https://www.sec.gov/Archives/edgar/data/886982/000119312519082951/d635602ddef14a.htm
GS,0000886982,Goldman Sachs,2020,DEF 14A,2020-03-20,2020-04-30,0001193125-20-080718,d813631ddef14a.htm,https://data.sec.gov/submissions/CIK0000886982.json,https://www.sec.gov/Archives/edgar/data/886982/000119312520080718/d813631ddef14a.htm
GS,0000886982,Goldman Sachs,2021,DEF 14A,2021-03-19,2021-04-29,0001193125-21-087020,d88664ddef14a.htm,https://data.sec.gov/submissions/CIK0000886982.json,https://www.sec.gov/Archives/edgar/data/886982/000119312521087020/d88664ddef14a.htm
GS,0000886982,Goldman Sachs,2022,DEF 14A,2022-03-18,2022-04-28,0001193125-22-079120,d62428ddef14a.htm,https://data.sec.gov/submissions/CIK0000886982.json,https://www.sec.gov/Archives/edgar/data/886982/000119312522079120/d62428ddef14a.htm
GS,0000886982,Goldman Sachs,2023,DEF 14A,2023-03-17,,0001193125-23-073347,d353280ddef14a.htm,https://data.sec.gov/submissions/CIK0000886982.json,https://www.sec.gov/Archives/edgar/data/886982/000119312523073347/d353280ddef14a.htm
GS,0000886982,Goldman Sachs,2024,DEF 14A,2024-03-15,2024-04-24,0001193125-24-068743,d541341ddef14a.htm,https://data.sec.gov/submissions/CIK0000886982.json,https://www.sec.gov/Archives/edgar/data/886982/000119312524068743/d541341ddef14a.htm
MS,0000895421,Morgan Stanley,2016,DEF 14A,2016-04-01,2016-05-17,0001206774-16-005286,morgan_def14a.htm,https://data.sec.gov/submissions/CIK0000895421.json,https://www.sec.gov/Archives/edgar/data/895421/000120677416005286/morgan_def14a.htm
MS,0000895421,Morgan Stanley,2017,DEF 14A,2017-04-07,2017-05-22,0001206774-17-001114,ms3206591-def14a.htm,https://data.sec.gov/submissions/CIK0000895421.json,https://www.sec.gov/Archives/edgar/data/895421/000120677417001114/ms3206591-def14a.htm
MS,0000895421,Morgan Stanley,2018,DEF 14A,2018-04-06,2018-05-24,0001193125-18-109962,d492849ddef14a.htm,https://data.sec.gov/submissions/CIK0000895421.json,https://www.sec.gov/Archives/edgar/data/895421/000119312518109962/d492849ddef14a.htm
MS,0000895421,Morgan Stanley,2019,DEF 14A,2019-04-05,2019-05-23,0001193125-19-099179,d637011ddef14a.htm,https://data.sec.gov/submissions/CIK0000895421.json,https://www.sec.gov/Archives/edgar/data/895421/000119312519099179/d637011ddef14a.htm
MS,0000895421,Morgan Stanley,2020,DEF 14A,2020-04-03,2020-05-21,0001193125-20-098079,d815633ddef14a.htm,https://data.sec.gov/submissions/CIK0000895421.json,https://www.sec.gov/Archives/edgar/data/895421/000119312520098079/d815633ddef14a.htm
MS,0000895421,Morgan Stanley,2021,DEF 14A,2021-04-01,2021-05-20,0001140361-21-011226,nc10017073x1_def14a.htm,https://data.sec.gov/submissions/CIK0000895421.json,https://www.sec.gov/Archives/edgar/data/895421/000114036121011226/nc10017073x1_def14a.htm
MS,0000895421,Morgan Stanley,2022,DEF 14A,2022-04-08,2022-05-26,0001140361-22-013794,ny20000909x1_def14a.htm,https://data.sec.gov/submissions/CIK0000895421.json,https://www.sec.gov/Archives/edgar/data/895421/000114036122013794/ny20000909x1_def14a.htm
MS,0000895421,Morgan Stanley,2023,DEF 14A,2023-04-06,,0001140361-23-016930,ny20005681x1_def14a.htm,https://data.sec.gov/submissions/CIK0000895421.json,https://www.sec.gov/Archives/edgar/data/895421/000114036123016930/ny20005681x1_def14a.htm
MS,0000895421,Morgan Stanley,2024,DEF 14A,2024-04-05,2024-05-23,0001140361-24-018302,ny20020759x1_def14a.htm,https://data.sec.gov/submissions/CIK0000895421.json,https://www.sec.gov/Archives/edgar/data/895421/000114036124018302/ny20020759x1_def14a.htm
SCHW,0000316709,Charles Schwab,2016,DEF 14A,2016-03-30,2016-05-17,0001193125-16-523055,d107634ddef14a.htm,https://data.sec.gov/submissions/CIK0000316709.json,https://www.sec.gov/Archives/edgar/data/316709/000119312516523055/d107634ddef14a.htm
SCHW,0000316709,Charles Schwab,2017,DEF 14A,2017-03-30,2017-05-16,0001193125-17-103408,d319517ddef14a.htm,https://data.sec.gov/submissions/CIK0000316709.json,https://www.sec.gov/Archives/edgar/data/316709/000119312517103408/d319517ddef14a.htm
SCHW,0000316709,Charles Schwab,2018,DEF 14A,2018-03-30,2018-05-15,0001193125-18-103068,d525917ddef14a.htm,https://data.sec.gov/submissions/CIK0000316709.json,https://www.sec.gov/Archives/edgar/data/316709/000119312518103068/d525917ddef14a.htm
SCHW,0000316709,Charles Schwab,2019,DEF 14A,2019-03-29,2019-05-15,0001193125-19-092204,d700802ddef14a.htm,https://data.sec.gov/submissions/CIK0000316709.json,https://www.sec.gov/Archives/edgar/data/316709/000119312519092204/d700802ddef14a.htm
SCHW,0000316709,Charles Schwab,2020,DEF 14A,2020-03-31,2020-05-12,0001193125-20-092483,d868781ddef14a.htm,https://data.sec.gov/submissions/CIK0000316709.json,https://www.sec.gov/Archives/edgar/data/316709/000119312520092483/d868781ddef14a.htm
SCHW,0000316709,Charles Schwab,2021,DEF 14A,2021-04-02,2021-05-13,0001193125-21-104906,d31802ddef14a.htm,https://data.sec.gov/submissions/CIK0000316709.json,https://www.sec.gov/Archives/edgar/data/316709/000119312521104906/d31802ddef14a.htm
SCHW,0000316709,Charles Schwab,2022,DEF 14A,2022-04-01,2022-05-17,0001193125-22-093320,d246025ddef14a.htm,https://data.sec.gov/submissions/CIK0000316709.json,https://www.sec.gov/Archives/edgar/data/316709/000119312522093320/d246025ddef14a.htm
SCHW,0000316709,Charles Schwab,2023,DEF 14A,2023-03-31,,0001193125-23-086655,d416280ddef14a.htm,https://data.sec.gov/submissions/CIK0000316709.json,https://www.sec.gov/Archives/edgar/data/316709/000119312523086655/d416280ddef14a.htm
SCHW,0000316709,Charles Schwab,2024,DEF 14A,2024-04-05,2024-05-23,0001193125-24-087883,d522898ddef14a.htm,https://data.sec.gov/submissions/CIK0000316709.json,https://www.sec.gov/Archives/edgar/data/316709/000119312524087883/d522898ddef14a.htm
AXP,0000004962,American Express,2016,DEF 14A,2016-03-21,2016-05-02,0001206774-16-005032,amex_def14a.htm,https://data.sec.gov/submissions/CIK0000004962.json,https://www.sec.gov/Archives/edgar/data/4962/000120677416005032/amex_def14a.htm
AXP,0000004962,American Express,2017,DEF 14A,2017-03-20,2017-05-01,0001206774-17-000900,amex3153611-def14a.htm,https://data.sec.gov/submissions/CIK0000004962.json,https://www.sec.gov/Archives/edgar/data/4962/000120677417000900/amex3153611-def14a.htm
AXP,0000004962,American Express,2018,DEF 14A,2018-03-19,2018-05-07,0001206774-18-000866,amex3289431-def14a.htm,https://data.sec.gov/submissions/CIK0000004962.json,https://www.sec.gov/Archives/edgar/data/4962/000120677418000866/amex3289431-def14a.htm
AXP,0000004962,American Express,2019,DEF 14A,2019-03-15,2019-05-07,0001206774-19-000869,axp3463051-def14a.htm,https://data.sec.gov/submissions/CIK0000004962.json,https://www.sec.gov/Archives/edgar/data/4962/000120677419000869/axp3463051-def14a.htm
AXP,0000004962,American Express,2020,DEF 14A,2020-03-24,2020-05-05,0001193125-20-083487,d804770ddef14a.htm,https://data.sec.gov/submissions/CIK0000004962.json,https://www.sec.gov/Archives/edgar/data/4962/000119312520083487/d804770ddef14a.htm
AXP,0000004962,American Express,2021,DEF 14A,2021-03-19,2021-05-04,0001193125-21-087284,d919404ddef14a.htm,https://data.sec.gov/submissions/CIK0000004962.json,https://www.sec.gov/Archives/edgar/data/4962/000119312521087284/d919404ddef14a.htm
AXP,0000004962,American Express,2022,DEF 14A,2022-03-18,2022-05-03,0001193125-22-079264,d235027ddef14a.htm,https://data.sec.gov/submissions/CIK0000004962.json,https://www.sec.gov/Archives/edgar/data/4962/000119312522079264/d235027ddef14a.htm
AXP,0000004962,American Express,2023,DEF 14A,2023-03-17,,0001193125-23-073923,d326074ddef14a.htm,https://data.sec.gov/submissions/CIK0000004962.json,https://www.sec.gov/Archives/edgar/data/4962/000119312523073923/d326074ddef14a.htm
AXP,0000004962,American Express,2024,DEF 14A,2024-03-15,2024-05-06,0001193125-24-068837,d558747ddef14a.htm,https://data.sec.gov/submissions/CIK0000004962.json,https://www.sec.gov/Archives/edgar/data/4962/000119312524068837/d558747ddef14a.htm
C,0000831001,Citigroup,2016,DEF 14A,2016-03-16,2016-04-26,0001206774-16-004949,citi_def14a.htm,https://data.sec.gov/submissions/CIK0000831001.json,https://www.sec.gov/Archives/edgar/data/831001/000120677416004949/citi_def14a.htm
C,0000831001,Citigroup,2017,DEF 14A,2017-03-15,2017-04-25,0001206774-17-000828,citi3148651-def14a.htm,https://data.sec.gov/submissions/CIK0000831001.json,https://www.sec.gov/Archives/edgar/data/831001/000120677417000828/citi3148651-def14a.htm
C,0000831001,Citigroup,2018,DEF 14A,2018-03-15,2018-04-24,0001206774-18-000792,citi3349731-def14a.htm,https://data.sec.gov/submissions/CIK0000831001.json,https://www.sec.gov/Archives/edgar/data/831001/000120677418000792/citi3349731-def14a.htm
C,0000831001,Citigroup,2019,DEF 14A,2019-03-06,2019-04-16,0001206774-19-000719,citi3503291-def14a.htm,https://data.sec.gov/submissions/CIK0000831001.json,https://www.sec.gov/Archives/edgar/data/831001/000120677419000719/citi3503291-def14a.htm
C,0000831001,Citigroup,2020,DEF 14A,2020-03-11,2020-04-21,0001206774-20-000777,citi3648191-def14a.htm,https://data.sec.gov/submissions/CIK0000831001.json,https://www.sec.gov/Archives/edgar/data/831001/000120677420000777/citi3648191-def14a.htm
C,0000831001,Citigroup,2021,DEF 14A,2021-03-17,2021-04-27,0001206774-21-000735,citi3828191-def14a.htm,https://data.sec.gov/submissions/CIK0000831001.json,https://www.sec.gov/Archives/edgar/data/831001/000120677421000735/citi3828191-def14a.htm
C,0000831001,Citigroup,2022,DEF 14A,2022-03-15,2022-04-26,0001206774-22-000697,citi3969751-def14a.htm,https://data.sec.gov/submissions/CIK0000831001.json,https://www.sec.gov/Archives/edgar/data/831001/000120677422000697/citi3969751-def14a.htm
C,0000831001,Citigroup,2023,DEF 14A,2023-03-15,,0001206774-23-000374,citi4100891-def14a.htm,https://data.sec.gov/submissions/CIK0000831001.json,https://www.sec.gov/Archives/edgar/data/831001/000120677423000374/citi4100891-def14a.htm
C,0000831001,Citigroup,2024,DEF 14A,2024-03-19,2024-04-30,0001145443-24-000041,citi4284971-def14a.htm,https://data.sec.gov/submissions/CIK0000831001.json,https://www.sec.gov/Archives/edgar/data/831001/000114544324000041/citi4284971-def14a.htm
LLY,0000059478,Eli Lilly,2016,DEF 14A,2016-03-21,2015-12-31,0000059478-16-000331,proxy2016.htm,https://data.sec.gov/submissions/CIK0000059478.json,https://www.sec.gov/Archives/edgar/data/59478/000005947816000331/proxy2016.htm
LLY,0000059478,Eli Lilly,2017,DEF 14A,2017-03-20,2016-12-31,0000059478-17-000108,proxy2017.htm,https://data.sec.gov/submissions/CIK0000059478.json,https://www.sec.gov/Archives/edgar/data/59478/000005947817000108/proxy2017.htm
LLY,0000059478,Eli Lilly,2018,DEF 14A,2018-03-19,2018-03-19,0000059478-18-000111,proxy2018_def14a.htm,https://data.sec.gov/submissions/CIK0000059478.json,https://www.sec.gov/Archives/edgar/data/59478/000005947818000111/proxy2018_def14a.htm
LLY,0000059478,Eli Lilly,2019,DEF 14A,2019-03-22,2019-05-06,0000059478-19-000146,proxy2019_def14a.htm,https://data.sec.gov/submissions/CIK0000059478.json,https://www.sec.gov/Archives/edgar/data/59478/000005947819000146/proxy2019_def14a.htm
LLY,0000059478,Eli Lilly,2020,DEF 14A,2020-03-20,2020-03-20,0000059478-20-000080,proxy2020_def14a.htm,https://data.sec.gov/submissions/CIK0000059478.json,https://www.sec.gov/Archives/edgar/data/59478/000005947820000080/proxy2020_def14a.htm
LLY,0000059478,Eli Lilly,2021,DEF 14A,2021-03-19,2021-03-19,0000059478-21-000104,llydef14a2021.htm,https://data.sec.gov/submissions/CIK0000059478.json,https://www.sec.gov/Archives/edgar/data/59478/000005947821000104/llydef14a2021.htm
LLY,0000059478,Eli Lilly,2022,DEF 14A,2022-03-18,2022-03-18,0000059478-22-000099,llydef14a2022.htm,https://data.sec.gov/submissions/CIK0000059478.json,https://www.sec.gov/Archives/edgar/data/59478/000005947822000099/llydef14a2022.htm
LLY,0000059478,Eli Lilly,2023,DEF 14A,2023-03-17,,0000059478-23-000120,lly-20230317.htm,https://data.sec.gov/submissions/CIK0000059478.json,https://www.sec.gov/Archives/edgar/data/59478/000005947823000120/lly-20230317.htm
LLY,0000059478,Eli Lilly,2024,DEF 14A,2024-03-22,2024-03-22,0000059478-24-000099,lly-20240322.htm,https://data.sec.gov/submissions/CIK0000059478.json,https://www.sec.gov/Archives/edgar/data/59478/000005947824000099/lly-20240322.htm
UNH,0000731766,UnitedHealth Group,2016,DEF 14A,2016-04-22,2016-06-06,0001047469-16-012475,a2228249zdef14a.htm,https://data.sec.gov/submissions/CIK0000731766.json,https://www.sec.gov/Archives/edgar/data/731766/000104746916012475/a2228249zdef14a.htm
UNH,0000731766,UnitedHealth Group,2017,DEF 14A,2017-04-21,2017-06-05,0001047469-17-002810,a2231776zdef14a.htm,https://data.sec.gov/submissions/CIK0000731766.json,https://www.sec.gov/Archives/edgar/data/731766/000104746917002810/a2231776zdef14a.htm
UNH,0000731766,UnitedHealth Group,2018,DEF 14A,2018-04-20,2018-06-04,0001047469-18-002993,a2235292zdef14a.htm,https://data.sec.gov/submissions/CIK0000731766.json,https://www.sec.gov/Archives/edgar/data/731766/000104746918002993/a2235292zdef14a.htm
UNH,0000731766,UnitedHealth Group,2019,DEF 14A,2019-04-19,2019-06-03,0001047469-19-002425,a2238439zdef14a.htm,https://data.sec.gov/submissions/CIK0000731766.json,https://www.sec.gov/Archives/edgar/data/731766/000104746919002425/a2238439zdef14a.htm
UNH,0000731766,UnitedHealth Group,2020,DEF 14A,2020-04-17,2020-06-01,0001047469-20-002403,a2241322zdef14a.htm,https://data.sec.gov/submissions/CIK0000731766.json,https://www.sec.gov/Archives/edgar/data/731766/000104746920002403/a2241322zdef14a.htm
UNH,0000731766,UnitedHealth Group,2021,DEF 14A,2021-04-26,2021-06-07,0001047469-21-001031,a2243195zdef14a.htm,https://data.sec.gov/submissions/CIK0000731766.json,https://www.sec.gov/Archives/edgar/data/731766/000104746921001031/a2243195zdef14a.htm
UNH,0000731766,UnitedHealth Group,2022,DEF 14A,2022-04-22,2022-06-02,0001104659-22-048923,tm223410-1_def14a.htm,https://data.sec.gov/submissions/CIK0000731766.json,https://www.sec.gov/Archives/edgar/data/731766/000110465922048923/tm223410-1_def14a.htm
UNH,0000731766,UnitedHealth Group,2023,DEF 14A,2023-04-21,,0001104659-23-048439,tm231840d2_def14a.htm,https://data.sec.gov/submissions/CIK0000731766.json,https://www.sec.gov/Archives/edgar/data/731766/000110465923048439/tm231840d2_def14a.htm
UNH,0000731766,UnitedHealth Group,2024,DEF 14A,2024-04-22,2024-06-03,0001104659-24-050055,tm2332959d4_def14a.htm,https://data.sec.gov/submissions/CIK0000731766.json,https://www.sec.gov/Archives/edgar/data/731766/000110465924050055/tm2332959d4_def14a.htm
JNJ,0000200406,Johnson & Johnson,2016,DEF 14A,2016-03-16,2016-04-28,0001193125-16-505952,d110075ddef14a.htm,https://data.sec.gov/submissions/CIK0000200406.json,https://www.sec.gov/Archives/edgar/data/200406/000119312516505952/d110075ddef14a.htm
JNJ,0000200406,Johnson & Johnson,2017,DEF 14A,2017-03-15,2017-01-01,0000200406-17-000015,a2017jnjproxy.htm,https://data.sec.gov/submissions/CIK0000200406.json,https://www.sec.gov/Archives/edgar/data/200406/000020040617000015/a2017jnjproxy.htm
JNJ,0000200406,Johnson & Johnson,2018,DEF 14A,2018-03-14,2018-04-26,0000200406-18-000009,a2018jnjproxy.htm,https://data.sec.gov/submissions/CIK0000200406.json,https://www.sec.gov/Archives/edgar/data/200406/000020040618000009/a2018jnjproxy.htm
JNJ,0000200406,Johnson & Johnson,2019,DEF 14A,2019-03-13,2019-04-25,0000200406-19-000013,a2019jnjproxy.htm,https://data.sec.gov/submissions/CIK0000200406.json,https://www.sec.gov/Archives/edgar/data/200406/000020040619000013/a2019jnjproxy.htm
JNJ,0000200406,Johnson & Johnson,2020,DEF 14A,2020-03-11,2020-03-11,0000200406-20-000018,jnjproxy2020.htm,https://data.sec.gov/submissions/CIK0000200406.json,https://www.sec.gov/Archives/edgar/data/200406/000020040620000018/jnjproxy2020.htm
JNJ,0000200406,Johnson & Johnson,2021,DEF 14A,2021-03-10,2021-03-10,0000200406-21-000011,jnjproxy2021.htm,https://data.sec.gov/submissions/CIK0000200406.json,https://www.sec.gov/Archives/edgar/data/200406/000020040621000011/jnjproxy2021.htm
JNJ,0000200406,Johnson & Johnson,2022,DEF 14A,2022-03-16,2022-03-16,0000200406-22-000026,a2022jnjproxy.htm,https://data.sec.gov/submissions/CIK0000200406.json,https://www.sec.gov/Archives/edgar/data/200406/000020040622000026/a2022jnjproxy.htm
JNJ,0000200406,Johnson & Johnson,2023,DEF 14A,2023-03-15,,0000200406-23-000023,jnj-20230313.htm,https://data.sec.gov/submissions/CIK0000200406.json,https://www.sec.gov/Archives/edgar/data/200406/000020040623000023/jnj-20230313.htm
JNJ,0000200406,Johnson & Johnson,2024,DEF 14A,2024-03-13,2024-04-25,0000200406-24-000024,jnj-20240311.htm,https://data.sec.gov/submissions/CIK0000200406.json,https://www.sec.gov/Archives/edgar/data/200406/000020040624000024/jnj-20240311.htm
ABBV,0001551152,AbbVie,2016,DEF 14A,2016-03-21,2016-05-06,0001047469-16-011386,a2227878zdef14a.htm,https://data.sec.gov/submissions/CIK0001551152.json,https://www.sec.gov/Archives/edgar/data/1551152/000104746916011386/a2227878zdef14a.htm
ABBV,0001551152,AbbVie,2017,DEF 14A,2017-03-20,2017-05-05,0001047469-17-001778,a2231406zdef14a.htm,https://data.sec.gov/submissions/CIK0001551152.json,https://www.sec.gov/Archives/edgar/data/1551152/000104746917001778/a2231406zdef14a.htm
ABBV,0001551152,AbbVie,2018,DEF 14A,2018-03-19,2018-05-04,0001047469-18-001843,a2234787zdef14a.htm,https://data.sec.gov/submissions/CIK0001551152.json,https://www.sec.gov/Archives/edgar/data/1551152/000104746918001843/a2234787zdef14a.htm
ABBV,0001551152,AbbVie,2019,DEF 14A,2019-03-22,2019-05-03,0001047469-19-001544,a2238040zdef14a.htm,https://data.sec.gov/submissions/CIK0001551152.json,https://www.sec.gov/Archives/edgar/data/1551152/000104746919001544/a2238040zdef14a.htm
ABBV,0001551152,AbbVie,2020,DEF 14A,2020-03-23,2020-05-08,0001047469-20-001710,a2241076zdef14a.htm,https://data.sec.gov/submissions/CIK0001551152.json,https://www.sec.gov/Archives/edgar/data/1551152/000104746920001710/a2241076zdef14a.htm
ABBV,0001551152,AbbVie,2021,DEF 14A,2021-03-22,2021-05-07,0001558370-21-003318,tmb-20210507xdef14a.htm,https://data.sec.gov/submissions/CIK0001551152.json,https://www.sec.gov/Archives/edgar/data/1551152/000155837021003318/tmb-20210507xdef14a.htm
ABBV,0001551152,AbbVie,2022,DEF 14A,2022-03-21,2022-05-06,0001558370-22-004011,tmb-20220506xdef14a.htm,https://data.sec.gov/submissions/CIK0001551152.json,https://www.sec.gov/Archives/edgar/data/1551152/000155837022004011/tmb-20220506xdef14a.htm
ABBV,0001551152,AbbVie,2023,DEF 14A,2023-03-20,,0001558370-23-004204,abbv-20230505xdef14a.htm,https://data.sec.gov/submissions/CIK0001551152.json,https://www.sec.gov/Archives/edgar/data/1551152/000155837023004204/abbv-20230505xdef14a.htm
ABBV,0001551152,AbbVie,2024,DEF 14A,2024-03-18,2024-05-03,0001558370-24-003496,abbv-20240503xdef14a.htm,https://data.sec.gov/submissions/CIK0001551152.json,https://www.sec.gov/Archives/edgar/data/1551152/000155837024003496/abbv-20240503xdef14a.htm
MRK,0000310158,Merck,2016,DEF 14A,2016-04-11,2016-04-11,0001308179-16-000336,lmrk2016_def14a.htm,https://data.sec.gov/submissions/CIK0000310158.json,https://www.sec.gov/Archives/edgar/data/310158/000130817916000336/lmrk2016_def14a.htm
MRK,0000310158,Merck,2017,DEF 14A,2017-04-10,2017-04-10,0001308179-17-000129,lmrk2017_def14a.htm,https://data.sec.gov/submissions/CIK0000310158.json,https://www.sec.gov/Archives/edgar/data/310158/000130817917000129/lmrk2017_def14a.htm
MRK,0000310158,Merck,2018,DEF 14A,2018-04-09,2018-04-09,0001308179-18-000164,lmrk2018_def14a.htm,https://data.sec.gov/submissions/CIK0000310158.json,https://www.sec.gov/Archives/edgar/data/310158/000130817918000164/lmrk2018_def14a.htm
MRK,0000310158,Merck,2019,DEF 14A,2019-04-08,2019-05-28,0001140361-19-006720,mrk-def14a_052819.htm,https://data.sec.gov/submissions/CIK0000310158.json,https://www.sec.gov/Archives/edgar/data/310158/000114036119006720/mrk-def14a_052819.htm
MRK,0000310158,Merck,2020,DEF 14A,2020-04-06,2020-05-26,0001193125-20-099563,d766375ddef14a.htm,https://data.sec.gov/submissions/CIK0000310158.json,https://www.sec.gov/Archives/edgar/data/310158/000119312520099563/d766375ddef14a.htm
MRK,0000310158,Merck,2021,DEF 14A,2021-04-05,2021-05-25,0001193125-21-106317,d50486ddef14a.htm,https://data.sec.gov/submissions/CIK0000310158.json,https://www.sec.gov/Archives/edgar/data/310158/000119312521106317/d50486ddef14a.htm
MRK,0000310158,Merck,2022,DEF 14A,2022-04-04,2022-05-24,0001193125-22-095134,d154286ddef14a.htm,https://data.sec.gov/submissions/CIK0000310158.json,https://www.sec.gov/Archives/edgar/data/310158/000119312522095134/d154286ddef14a.htm
MRK,0000310158,Merck,2023,DEF 14A,2023-04-03,,0001193125-23-089525,d277607ddef14a.htm,https://data.sec.gov/submissions/CIK0000310158.json,https://www.sec.gov/Archives/edgar/data/310158/000119312523089525/d277607ddef14a.htm
MRK,0000310158,Merck,2024,DEF 14A,2024-04-11,2024-05-28,0001193125-24-093204,d500367ddef14a.htm,https://data.sec.gov/submissions/CIK0000310158.json,https://www.sec.gov/Archives/edgar/data/310158/000119312524093204/d500367ddef14a.htm
TMO,0000097745,Thermo Fisher Scientific,2016,DEF 14A,2016-04-05,2016-05-18,0001193125-16-530108,d11389ddef14a.htm,https://data.sec.gov/submissions/CIK0000097745.json,https://www.sec.gov/Archives/edgar/data/97745/000119312516530108/d11389ddef14a.htm
TMO,0000097745,Thermo Fisher Scientific,2017,DEF 14A,2017-04-04,2017-05-17,0000097745-17-000014,a2017proxy.htm,https://data.sec.gov/submissions/CIK0000097745.json,https://www.sec.gov/Archives/edgar/data/97745/000009774517000014/a2017proxy.htm
