ticker,year,collection_status,raw_content_sha256,text_path,clean_text_sha256,extraction_quality,word_count,sentence_count,gap_reason
TMO,2022,collected,0da5c03cd974c0e66fc04e7db9d125fb841031124332ea653574377b8d4c65d1,part2_lived_values/data/processed/text/tmo_2022_000009774522000018.txt,5263b10ac2f185889b5616819d7d297893ae230782709698f79157e3ae20dcd2,usable,43487,4150,
TMO,2023,collected,ece23fa67bc737fccb10cbf5b7814ab3cb60837b2c9904d9454966d7c0de5826,part2_lived_values/data/processed/text/tmo_2023_000009774523000025.txt,c9d84ae69cf2cc8a2993fb6f28467826ea1658725ffec505277f1e1d866689e5,usable,62374,4271,
TMO,2024,collected,f1a6a30f569e02fb56178c94e3f7e32a36f204467fa76c91f703f601e789083f,part2_lived_values/data/processed/text/tmo_2024_000119312524090173.txt,48e8f1c3355cc982d3a365135c1f386b01826447162c83c5cefff3edab0a18c0,usable,41834,4249,
ABT,2016,collected,97fbc58200f4cead73378770db31523e885c583559cc23d82a93906b6c4a837e,part2_lived_values/data/processed/text/abt_2016_000104746916011351.txt,3bae336a93b18782a3840d79c096ac0193450d9b243d96136b320c8f9e2918f3,usable,33244,5952,
ABT,2017,collected,ea21fd99a635afa56f8af13acf0f8e071011fb5c5905c17a0889576491b1d868,part2_lived_values/data/processed/text/abt_2017_000104746917001713.txt,ecbb9972f3a1accf7cb2c923a09a29aa236287e8a67fb3233dddec3095ec46e9,usable,59155,8134,
ABT,2018,collected,9696a482bf8cfe61815ee3684cb63725faa290f5ee4629bff554c931e2bb8212,part2_lived_values/data/processed/text/abt_2018_000104746918001774.txt,88451233452dfd7e8b120c8d62d550061881db1d10113d6a605ba6155d6a36f0,usable,36555,7415,
ABT,2019,collected,a55c44794040e424ea5e67cf817482b8e2f1e781abe2664b1eb5b457ff440704,part2_lived_values/data/processed/text/abt_2019_000104746919001316.txt,d0e7a4e8f7af786010e67a4b2a9493da6b715ae692c577ab328d499df8222be6,usable,31147,8538,
ABT,2020,collected,6e47f19d630de43cb79b0c5a1685c3e24e666fcead065080477c1da0fea7bb3d,part2_lived_values/data/processed/text/abt_2020_000104746920001466.txt,9131c45254ba3207207432c67793a6849a82b73e2ea9a52b953457d286bb3d39,usable,34901,8441,
ABT,2021,collected,31335556c6cf5f3b1ff7df3b70d1d97018fc77f56af7adc945f2f8dbd6b57fb2,part2_lived_values/data/processed/text/abt_2021_000104746921000592.txt,5f296d8ae00edab7d808e4deb66223608eb56e4ea60c84ca1ac396ed8b86c6e7,usable,43623,10446,
ABT,2022,collected,ea782574f9cf25f72b0c637dc3e6763c0cff204ae970e2e7217b64f7c9984d76,part2_lived_values/data/processed/text/abt_2022_000120677422000778.txt,95e7746f666de89faaaf232ac1aa7518bedbff8bbb1eeda56a321003e5e76bdf,usable,41224,5260,
ABT,2023,collected,b72ae9c3f65b3551d3527dabe364b298b7b772e5225be3844d6c06f0cd729d57,part2_lived_values/data/processed/text/abt_2023_000130817923000247.txt,8e9bc4ecb9f9df82bbcbe99818d693c16e89b7a1b7a2eb95bea124653949985a,usable,42617,5527,
ABT,2024,collected,02305f455d6d61e3d56f3690f100db2e420aeb13cccd6d05d367b39d229ec6b1,part2_lived_values/data/processed/text/abt_2024_000130817924000182.txt,3803fa30b2cb66eb924bc5ae9cb1ef887a11761ccc4e4d9e329d64489425e440,usable,37715,3723,
PFE,2016,collected,aa62ca7c44cc8431a9d52e9ca41abd06d52efa9ba57c99ad558a0110b53d2ed2,part2_lived_values/data/processed/text/pfe_2016_000093041316006044.txt,2324350b4895a517dcf708954af183a125470b6c6d2513365fc6ce1532439ae2,usable,61360,6677,
PFE,2017,collected,6b06ac48e89427e207d8fb56a9b23a2f82e8ebc8ee49bbf779a3a0172aa70cfb,part2_lived_values/data/processed/text/pfe_2017_000093041317001059.txt,24e8dcce92a4f7c68ffd561f619f6fe6d64190d929a3a68d90ecc8750616c489,usable,65082,7677,
PFE,2018,collected,48a93486e495632d4d04a2c30461fc908fe2e3bc80a9306f6dd639890ad4c743,part2_lived_values/data/processed/text/pfe_2018_000093041318000973.txt,f46ef16793d89cdd837c5a4c5d21399b4d291e2bdb20c81908636bdaca22cc08,usable,72639,8321,
PFE,2019,collected,73719c02694d52a93c2f026a2dc75c20695d42f68b0d3f0b4d40b49ce9a92ae5,part2_lived_values/data/processed/text/pfe_2019_000093041319000953.txt,27d55d6d53bc6172f9a26c11c901301c12e05ccd65322823d7453678ceb19720,usable,87199,9324,
PFE,2020,collected,61e4c2c5b8967d7480e0ab265bcc9991061092a8544a0ed7d870cacee1981f26,part2_lived_values/data/processed/text/pfe_2020_000093041320000781.txt,2854f3b64cd186dacf6c54a56ab7f96dd27fb990c73f046ade8ef38f2c62f2d5,usable,69776,8150,
PFE,2021,collected,04c937c823ec17ff071d75b1481aaf7bf7c2036ad0956b94825ac4ea0a5d13d5,part2_lived_values/data/processed/text/pfe_2021_000007800321000047.txt,67aad5a55503c464e7993560363a4a5271094cfc7cce71bb8dc8e16331548fb1,usable,68153,5615,
PFE,2022,collected,05bf34f0ae86378d4fed62785c14192c8b1d1f50182d7b137d7d4cce3e23ca26,part2_lived_values/data/processed/text/pfe_2022_000007800322000038.txt,0b8ccb0d126ee27fa3445b81c8638afb71abc0b64a4c42e851c40860919bc9ca,usable,58549,4994,
PFE,2023,collected,5ef6db1d3d0af092d62e0d50dcd1999b0b1f083559dfce6228b6dbeb08aaf099,part2_lived_values/data/processed/text/pfe_2023_000007800323000040.txt,21e2046b2fcc3e63e1cb545739038ede05b23df636f8857c5c5d8d9dbe825f79,usable,65444,5160,
PFE,2024,collected,154f9b842ef2e326cc4df972d6dea6e2e50ad4b291dd1469dbd7818db919bdaa,part2_lived_values/data/processed/text/pfe_2024_000007800324000068.txt,403c7efdaf9788cb1cc36f1292c5a1b94b8929d0111a1d329fd5e4d280587e42,usable,79136,5848,
MDT,2016,collected,e91a3d36ddad0a09a3dc60bcd13da145f8337d6c6cc40315f6ff1383b81a1d6c,part2_lived_values/data/processed/text/mdt_2016_000119312516677599.txt,5c4937b991a95d611a6bb0cf48176c5457984739513016a20475c8a38df31811,usable,96964,7927,
