ticker,year,review_reason,observation_status,wayback_url,review_status,review_notes
MPC,2019,ConnectError: [Errno 61] Connection refused,retrieval_failed,https://web.archive.org/web/20190620170933id_/https://www.marathonpetroleum.com/About/,pending,
MPC,2020,ConnectError: [Errno 61] Connection refused,retrieval_failed,https://web.archive.org/web/20200805112348id_/https://www.marathonpetroleum.com/About/,pending,
MPC,2021,ConnectError: [Errno 61] Connection refused,retrieval_failed,https://web.archive.org/web/20210614153143id_/https://www.marathonpetroleum.com/About/,pending,
MPC,2022,ConnectError: [Errno 61] Connection refused,retrieval_failed,https://web.archive.org/web/20220620002237id_/https://www.marathonpetroleum.com/About/,pending,
MPC,2023,ConnectError: [Errno 61] Connection refused,retrieval_failed,https://web.archive.org/web/20230826185803id_/https://www.marathonpetroleum.com/About/,pending,
MPC,2024,ConnectError: [Errno 61] Connection refused,retrieval_failed,https://web.archive.org/web/20240620092623id_/https://www.marathonpetroleum.com/About/,pending,
MRK,2020,ConnectError: [Errno 61] Connection refused,retrieval_failed,https://web.archive.org/web/20200811063349id_/https://www.merck.com/company-overview/,pending,
MRK,2021,ConnectError: [Errno 61] Connection refused,retrieval_failed,https://web.archive.org/web/20210703001224id_/https://www.merck.com/company-overview/,pending,
MRK,2022,ConnectError: [Errno 61] Connection refused,retrieval_failed,https://web.archive.org/web/20220701224411id_/https://www.merck.com/company-overview/,pending,
MRK,2023,ConnectError: [Errno 61] Connection refused,retrieval_failed,https://web.archive.org/web/20230701182214id_/https://www.merck.com/company-overview/,pending,
MRK,2024,selected capture could not be extracted,insufficient_substantive_text,https://web.archive.org/web/20240628010012id_/https://www.merck.com/company-overview/,pending,
MS,2016,ConnectError: [Errno 61] Connection refused,retrieval_failed,https://web.archive.org/web/20160630151300id_/http://www.morganstanley.com:80/about-us,pending,
MS,2017,ConnectError: [Errno 61] Connection refused,retrieval_failed,https://web.archive.org/web/20170630165554id_/http://www.morganstanley.com:80/about-us/,pending,
MS,2018,ConnectError: [Errno 61] Connection refused,retrieval_failed,https://web.archive.org/web/20180702050329id_/http://www.morganstanley.com/about-us,pending,
MS,2019,ConnectError: [Errno 61] Connection refused,retrieval_failed,https://web.archive.org/web/20190618233102id_/http://www.morganstanley.com:80/about-us,pending,
MS,2020,ConnectError: [Errno 61] Connection refused,retrieval_failed,https://web.archive.org/web/20200708060944id_/https://www.morganstanley.com/about-us,pending,
MS,2021,review_required,usable,https://web.archive.org/web/20210709090054id_/https://www.morganstanley.com/about-us,pending,
MS,2022,review_required,usable,https://web.archive.org/web/20220707131519id_/https://www.morganstanley.com/about-us,pending,
MS,2023,review_required,usable,https://web.archive.org/web/20230701040553id_/https://www.morganstanley.com/about-us,pending,
MS,2024,ConnectError: [Errno 61] Connection refused,retrieval_failed,https://web.archive.org/web/20240703044621id_/https://www.morganstanley.com/about-us,pending,
MSFT,2017,selected capture could not be extracted,insufficient_substantive_text,https://web.archive.org/web/20170701045506id_/https://www.microsoft.com/en-us/about,pending,
MSFT,2018,selected capture could not be extracted,insufficient_substantive_text,https://web.archive.org/web/20180630121020id_/https://www.microsoft.com/en-us/about,pending,
MSFT,2019,review_required,usable,https://web.archive.org/web/20190630212349id_/https://www.microsoft.com/en-us/about,pending,
MSFT,2020,review_required,usable,https://web.archive.org/web/20200701214157id_/https://www.microsoft.com/en-us/about,pending,
MSFT,2021,review_required,usable,https://web.archive.org/web/20210630051241id_/https://www.microsoft.com/en-us/about,pending,
MSFT,2022,review_required,usable,https://web.archive.org/web/20220630144336id_/https://www.microsoft.com/en-us/about,pending,
MSFT,2023,review_required,usable,https://web.archive.org/web/20230630172439id_/https://www.microsoft.com/en-us/about,pending,
MSFT,2024,selected capture could not be extracted,insufficient_substantive_text,https://web.archive.org/web/20240701230101id_/https://www.microsoft.com/en-us/about,pending,
NKE,2022,ConnectError: [Errno 61] Connection refused,retrieval_failed,https://web.archive.org/web/20220714004253id_/https://about.nike.com/en/company,pending,
