discovery_source,ticker,year,domain,query_url,homepage_url,query_status,capture_count,selected_capture_timestamp,selected_original_url,selected_replay_url,fetched,discovered_link_count,candidate_urls,error
,CVX,2020,chevron.com,,http://chevron.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,CVX,2020,chevron.com,,https://www.chevron.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,CVX,2021,chevron.com,,http://chevron.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,CVX,2021,chevron.com,,https://chevron.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,CVX,2021,chevron.com,,https://www.chevron.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,CVX,2021,chevron.com,,http://www.chevron.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,CVX,2022,chevron.com,,https://www.chevron.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,CVX,2022,chevron.com,,https://chevron.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,CVX,2022,chevron.com,,http://www.chevron.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2016,corporate.ford.com,,https://corporate.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,CVX,2022,chevron.com,,http://chevron.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2016,corporate.ford.com,,https://www.corporate.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2016,corporate.ford.com,,http://www.corporate.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2016,corporate.ford.com,,http://corporate.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2016,ford.com,,https://ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2016,ford.com,,https://www.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2016,ford.com,,http://ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2016,ford.com,,http://www.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2017,corporate.ford.com,,https://corporate.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2017,corporate.ford.com,,https://www.corporate.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,CRM,2019,salesforce.com,,http://www.salesforce.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2017,corporate.ford.com,,http://corporate.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2017,corporate.ford.com,,http://www.corporate.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2017,ford.com,,https://ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2017,ford.com,,https://www.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2017,ford.com,,http://ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2017,ford.com,,http://www.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2018,corporate.ford.com,,https://corporate.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2018,corporate.ford.com,,https://www.corporate.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2018,corporate.ford.com,,http://corporate.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2018,ford.com,,https://ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2018,corporate.ford.com,,http://www.corporate.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2018,ford.com,,https://www.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2018,ford.com,,http://www.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2018,ford.com,,http://ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2019,corporate.ford.com,,https://corporate.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2019,corporate.ford.com,,https://www.corporate.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2019,corporate.ford.com,,http://corporate.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2019,corporate.ford.com,,http://www.corporate.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2019,ford.com,,https://www.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2019,ford.com,,https://ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2019,ford.com,,http://ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,F,2019,ford.com,,http://www.ford.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,HAL,2016,halliburton.com,,https://halliburton.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,HAL,2016,halliburton.com,,https://www.halliburton.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,HAL,2016,halliburton.com,,http://halliburton.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,HAL,2016,halliburton.com,,http://www.halliburton.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,HAL,2017,halliburton.com,,http://halliburton.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,HAL,2017,halliburton.com,,https://www.halliburton.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,HAL,2017,halliburton.com,,https://halliburton.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,HAL,2017,halliburton.com,,http://www.halliburton.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,HAL,2018,halliburton.com,,https://www.halliburton.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,HAL,2018,halliburton.com,,http://halliburton.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
,HAL,2018,halliburton.com,,https://halliburton.com/,failed,0,,,,False,0,,ConnectError: [Errno 61] Connection refused
