ticker,company_name,sector,prior_year,year,doc_id_prior,doc_id_current,cosine_similarity,semantic_distance
TJX,TJX Companies,Consumer Discretionary,2019,2020,TJX-2019,TJX-2020,0.99834573,0.00165427
ABBV,AbbVie,Healthcare,2018,2019,ABBV-2018,ABBV-2019,0.99836683,0.00163317
TJX,TJX Companies,Consumer Discretionary,2017,2018,TJX-2017,TJX-2018,0.99845141,0.00154859
GOOGL,Alphabet,Technology,2020,2021,GOOGL-2020,GOOGL-2021,0.99845529,0.00154471
CVX,Chevron,Energy,2016,2017,CVX-2016,CVX-2017,0.99847376,0.00152624
NKE,Nike,Consumer Discretionary,2020,2021,NKE-2020,NKE-2021,0.9985826,0.0014174
EOG,EOG Resources,Energy,2019,2020,EOG-2019,EOG-2020,0.9986316,0.0013684
INTC,Intel,Technology,2020,2021,INTC-2020,INTC-2021,0.99865109,0.00134891
LLY,Eli Lilly,Healthcare,2019,2020,LLY-2019,LLY-2020,0.99869537,0.00130463
JPM,JPMorgan Chase,Financials,2017,2018,JPM-2017,JPM-2018,0.99870002,0.00129998
META,Meta Platforms,Technology,2016,2017,META-2016,META-2017,0.99870867,0.00129133
BAC,Bank of America,Financials,2018,2019,BAC-2018,BAC-2019,0.99877858,0.00122142
F,Ford Motor,Consumer Discretionary,2023,2024,F-2023,F-2024,0.99879515,0.00120485
SLB,SLB (Schlumberger),Energy,2021,2022,SLB-2021,SLB-2022,0.9988094,0.0011906
GS,Goldman Sachs,Financials,2021,2022,GS-2021,GS-2022,0.99881774,0.00118226
MCD,McDonald's,Consumer Discretionary,2018,2019,MCD-2018,MCD-2019,0.99882793,0.00117207
GOOGL,Alphabet,Technology,2018,2019,GOOGL-2018,GOOGL-2019,0.99887252,0.00112748
CRM,Salesforce,Technology,2020,2021,CRM-2020,CRM-2021,0.99902332,0.00097668
COP,ConocoPhillips,Energy,2016,2017,COP-2016,COP-2017,0.99907231,0.00092769
OXY,Occidental Petroleum,Energy,2020,2021,OXY-2020,OXY-2021,0.99912894,0.00087106
META,Meta Platforms,Technology,2017,2018,META-2017,META-2018,0.99913883,0.00086117
NKE,Nike,Consumer Discretionary,2021,2022,NKE-2021,NKE-2022,0.99914038,0.00085962
EOG,EOG Resources,Energy,2018,2019,EOG-2018,EOG-2019,0.99919319,0.00080681
MSFT,Microsoft,Technology,2016,2017,MSFT-2016,MSFT-2017,0.99919337,0.00080663
HD,Home Depot,Consumer Discretionary,2019,2020,HD-2019,HD-2020,0.99919534,0.00080466
JNJ,Johnson & Johnson,Healthcare,2020,2021,JNJ-2020,JNJ-2021,0.99919879,0.00080121
HAL,Halliburton,Energy,2019,2020,HAL-2019,HAL-2020,0.99926507,0.00073493
AAPL,Apple,Technology,2020,2021,AAPL-2020,AAPL-2021,0.99927109,0.00072891
ABT,Abbott Laboratories,Healthcare,2019,2020,ABT-2019,ABT-2020,0.99928761,0.00071239
SLB,SLB (Schlumberger),Energy,2019,2020,SLB-2019,SLB-2020,0.99930412,0.00069588
CRM,Salesforce,Technology,2017,2018,CRM-2017,CRM-2018,0.99932051,0.00067949
NKE,Nike,Consumer Discretionary,2017,2018,NKE-2017,NKE-2018,0.99933398,0.00066602
IBM,IBM,Technology,2018,2019,IBM-2018,IBM-2019,0.99935997,0.00064003
LLY,Eli Lilly,Healthcare,2018,2019,LLY-2018,LLY-2019,0.99938053,0.00061947
BRK.B,Berkshire Hathaway,Financials,2017,2018,BRK.B-2017,BRK.B-2018,0.99940789,0.00059211
C,Citigroup,Financials,2023,2024,C-2023,C-2024,0.99940932,0.00059068
XOM,ExxonMobil,Energy,2018,2019,XOM-2018,XOM-2019,0.99942005,0.00057995
WFC,Wells Fargo,Financials,2017,2018,WFC-2017,WFC-2018,0.99944049,0.00055951
HAL,Halliburton,Energy,2020,2021,HAL-2020,HAL-2021,0.99944746,0.00055254
AVGO,Broadcom,Technology,2020,2021,AVGO-2020,AVGO-2021,0.99945933,0.00054067
INTC,Intel,Technology,2018,2019,INTC-2018,INTC-2019,0.99945986,0.00054014
TGT,Target,Consumer Discretionary,2019,2020,TGT-2019,TGT-2020,0.99946392,0.00053608
TGT,Target,Consumer Discretionary,2020,2021,TGT-2020,TGT-2021,0.99946946,0.00053054
CVX,Chevron,Energy,2018,2019,CVX-2018,CVX-2019,0.99947429,0.00052571
MDT,Medtronic,Healthcare,2023,2024,MDT-2023,MDT-2024,0.99948001,0.00051999
MPC,Marathon Petroleum,Energy,2017,2018,MPC-2017,MPC-2018,0.9994837,0.0005163
ABBV,AbbVie,Healthcare,2023,2024,ABBV-2023,ABBV-2024,0.99948525,0.00051475
AVGO,Broadcom,Technology,2021,2022,AVGO-2021,AVGO-2022,0.99949443,0.00050557
LLY,Eli Lilly,Healthcare,2016,2017,LLY-2016,LLY-2017,0.99950927,0.00049073
TJX,TJX Companies,Consumer Discretionary,2018,2019,TJX-2018,TJX-2019,0.99951971,0.00048029
MPC,Marathon Petroleum,Energy,2021,2022,MPC-2021,MPC-2022,0.99952614,0.00047386
CVX,Chevron,Energy,2017,2018,CVX-2017,CVX-2018,0.99953675,0.00046325
SLB,SLB (Schlumberger),Energy,2017,2018,SLB-2017,SLB-2018,0.99954081,0.00045919
EOG,EOG Resources,Energy,2023,2024,EOG-2023,EOG-2024,0.99955118,0.00044882
OXY,Occidental Petroleum,Energy,2016,2017,OXY-2016,OXY-2017,0.99955374,0.00044626
AMZN,Amazon,Consumer Discretionary,2017,2018,AMZN-2017,AMZN-2018,0.99957657,0.00042343
TSLA,Tesla,Consumer Discretionary,2020,2021,TSLA-2020,TSLA-2021,0.99957716,0.00042284
AMZN,Amazon,Consumer Discretionary,2018,2019,AMZN-2018,AMZN-2019,0.99957836,0.00042164
EOG,EOG Resources,Energy,2017,2018,EOG-2017,EOG-2018,0.99959844,0.00040156
HAL,Halliburton,Energy,2018,2019,HAL-2018,HAL-2019,0.99960887,0.00039113
ABBV,AbbVie,Healthcare,2017,2018,ABBV-2017,ABBV-2018,0.99961865,0.00038135
MS,Morgan Stanley,Financials,2019,2020,MS-2019,MS-2020,0.99962115,0.00037885
ABT,Abbott Laboratories,Healthcare,2018,2019,ABT-2018,ABT-2019,0.99962938,0.00037062
SLB,SLB (Schlumberger),Energy,2020,2021,SLB-2020,SLB-2021,0.99963665,0.00036335
NVDA,NVIDIA,Technology,2023,2024,NVDA-2023,NVDA-2024,0.99963963,0.00036037
TSLA,Tesla,Consumer Discretionary,2019,2020,TSLA-2019,TSLA-2020,0.99964976,0.00035024
GS,Goldman Sachs,Financials,2017,2018,GS-2017,GS-2018,0.99965394,0.00034606
TGT,Target,Consumer Discretionary,2018,2019,TGT-2018,TGT-2019,0.99966103,0.00033897
WFC,Wells Fargo,Financials,2020,2021,WFC-2020,WFC-2021,0.99966919,0.00033081
JPM,JPMorgan Chase,Financials,2021,2022,JPM-2021,JPM-2022,0.99969345,0.00030655
XOM,ExxonMobil,Energy,2019,2020,XOM-2019,XOM-2020,0.99970049,0.00029951
NKE,Nike,Consumer Discretionary,2016,2017,NKE-2016,NKE-2017,0.99970192,0.00029808
HAL,Halliburton,Energy,2017,2018,HAL-2017,HAL-2018,0.99970949,0.00029051
ABT,Abbott Laboratories,Healthcare,2016,2017,ABT-2016,ABT-2017,0.99971175,0.00028825
MSFT,Microsoft,Technology,2018,2019,MSFT-2018,MSFT-2019,0.99971521,0.00028479
MPC,Marathon Petroleum,Energy,2020,2021,MPC-2020,MPC-2021,0.99972516,0.00027484
BRK.B,Berkshire Hathaway,Financials,2020,2021,BRK.B-2020,BRK.B-2021,0.99973083,0.00026917
C,Citigroup,Financials,2020,2021,C-2020,C-2021,0.99974781,0.00025219
IBM,IBM,Technology,2016,2017,IBM-2016,IBM-2017,0.99975759,0.00024241
C,Citigroup,Financials,2017,2018,C-2017,C-2018,0.99975824,0.00024176
TGT,Target,Consumer Discretionary,2017,2018,TGT-2017,TGT-2018,0.99976534,0.00023466
NVDA,NVIDIA,Technology,2020,2021,NVDA-2020,NVDA-2021,0.99977565,0.00022435
ABT,Abbott Laboratories,Healthcare,2020,2021,ABT-2020,ABT-2021,0.99981666,0.00018334
AMZN,Amazon,Consumer Discretionary,2023,2024,AMZN-2023,AMZN-2024,0.99982548,0.00017452
IBM,IBM,Technology,2017,2018,IBM-2017,IBM-2018,0.9998309,0.0001691
UNH,UnitedHealth Group,Healthcare,2023,2024,UNH-2023,UNH-2024,0.99984002,0.00015998
F,Ford Motor,Consumer Discretionary,2020,2021,F-2020,F-2021,0.99984372,0.00015628
MRK,Merck,Healthcare,2016,2017,MRK-2016,MRK-2017,0.9998467,0.0001533
GS,Goldman Sachs,Financials,2019,2020,GS-2019,GS-2020,0.99984741,0.00015259
AAPL,Apple,Technology,2019,2020,AAPL-2019,AAPL-2020,0.99985117,0.00014883
HAL,Halliburton,Energy,2016,2017,HAL-2016,HAL-2017,0.99985415,0.00014585
TGT,Target,Consumer Discretionary,2016,2017,TGT-2016,TGT-2017,0.9998548,0.0001452
UNH,UnitedHealth Group,Healthcare,2016,2017,UNH-2016,UNH-2017,0.99986911,0.00013089
COP,ConocoPhillips,Energy,2023,2024,COP-2023,COP-2024,0.99987191,0.00012809
JPM,JPMorgan Chase,Financials,2019,2020,JPM-2019,JPM-2020,0.99987358,0.00012642
BAC,Bank of America,Financials,2020,2021,BAC-2020,BAC-2021,0.99989128,0.00010872
ABT,Abbott Laboratories,Healthcare,2017,2018,ABT-2017,ABT-2018,0.99989271,0.00010729
PFE,Pfizer,Healthcare,2016,2017,PFE-2016,PFE-2017,0.99989581,0.00010419
IBM,IBM,Technology,2023,2024,IBM-2023,IBM-2024,0.99991477,8.523e-05
UNH,UnitedHealth Group,Healthcare,2018,2019,UNH-2018,UNH-2019,0.99992013,7.987e-05
JPM,JPMorgan Chase,Financials,2023,2024,JPM-2023,JPM-2024,0.99993908,6.092e-05
JNJ,Johnson & Johnson,Healthcare,2018,2019,JNJ-2018,JNJ-2019,0.99995333,4.667e-05
JNJ,Johnson & Johnson,Healthcare,2017,2018,JNJ-2017,JNJ-2018,0.99996233,3.767e-05
NKE,Nike,Consumer Discretionary,2023,2024,NKE-2023,NKE-2024,0.99999976,2.4e-07
META,Meta Platforms,Technology,2023,2024,META-2023,META-2024,1.00000012,-1.2e-07
