doc_id,ticker,company_name,sector,year,accession_number,clean_text_sha256,spacy_model,spacy_model_version,representative_text_sha256,token_count,sentence_count,entity_count,org_entity_count,person_entity_count,money_entity_count,percent_entity_count,noun_rate,verb_rate,proper_noun_rate,modal_count
AXP-2022,AXP,American Express,Financials,2022,0001193125-22-079264,9a6f2540ad3b32c2e05244c364a27a114158d1091a6138bba27d20767e5b3fea,en_core_web_sm,3.8.0,e4bfcd5caa48c2cfca532f4d8410aad1daf3ec6655d6152f2d4bd089f302f101,1583,38,138,41,5,3,4,0.15666456,0.08212255,0.22046747,11
AXP-2023,AXP,American Express,Financials,2023,0001193125-23-073923,cf71dae782e057f86b70ac8ca7f3533e08b567ec375fcab474f6ec251a469b25,en_core_web_sm,3.8.0,c8f824de773434deda1e7561d1726a255dbadba93ebfe2db7340c33571d8ef75,1606,45,123,36,5,0,4,0.15940224,0.08530511,0.22291407,12
AXP-2024,AXP,American Express,Financials,2024,0001193125-24-068837,eaf0373d09b65432f8bd9836e7845e852fda43fd5e42fb986d52c1a723fbafee,en_core_web_sm,3.8.0,1663a3944cca15b7d50bbb859fccf23b6c6cd6de9ff97b41b750c2a6a6bd6e39,1552,39,112,32,2,0,2,0.13917526,0.08891753,0.25386598,17
C-2016,C,Citigroup,Financials,2016,0001206774-16-004949,f0926eacbc16b3e58fbc3ce4726d15cb2adf46f1c1b0269d0f6505ac8e2007bb,en_core_web_sm,3.8.0,e2b253a955fddcc13745e06db7d55ce63b07bbd53806ed42e7b221979792a783,1631,55,79,24,6,1,0,0.18332311,0.10239117,0.10668302,14
C-2017,C,Citigroup,Financials,2017,0001206774-17-000828,066b11e0a96c757a7190e0c4c9bb78d2b474241bff155c742523337b2938a9d7,en_core_web_sm,3.8.0,e87316dd05d5e9d1615151ab97b34797118c01077dea20b827c9e1cadaf0ba4d,1684,52,159,37,19,4,5,0.15498812,0.08372922,0.19714964,14
C-2018,C,Citigroup,Financials,2018,0001206774-18-000792,1014968c0f9cb2c087b30928c016e678f0983f92508a0cb00ca86988d5bf9210,en_core_web_sm,3.8.0,b376fb4204209b0ef05054f79b6c2aab4389c346b913f85f842a67b14d9373d7,1676,54,135,32,15,5,11,0.17183771,0.07756563,0.17601432,12
C-2019,C,Citigroup,Financials,2019,0001206774-19-000719,47b8c4eb8eff6dc720c18555986e28275c3ce4e483ba500ed2ca3e3af9f5ad57,en_core_web_sm,3.8.0,3f54722e29520136a0eb82a59f6e59fde52683e69104aa5e5e4f1f958b4a5f4b,1687,50,149,34,20,3,6,0.1659751,0.08239478,0.17486663,9
C-2020,C,Citigroup,Financials,2020,0001206774-20-000777,8ed67e21fc5c33ef8ec7f6e547e3e46efb138a44cbf1453e0cce02acbacdee87,en_core_web_sm,3.8.0,1858b257e3d0af3f4feb11ccfb3a2dea95b4228a9e45cd1bb5044b7045398239,1659,47,161,42,17,2,4,0.15129596,0.07655214,0.20614828,8
C-2021,C,Citigroup,Financials,2021,0001206774-21-000735,4982b0ea366139f3f297a6d7346b437049ff866e22a05f7a187cdf0bc499f07f,en_core_web_sm,3.8.0,55729d59a3aeb571b4de90c95099912cb20e29416a40dcbd78e05fd346aa0f66,1644,54,128,33,13,1,0,0.19160584,0.08394161,0.11678832,10
C-2022,C,Citigroup,Financials,2022,0001206774-22-000697,95f068b46197f5866a2611260019df4cede5dcdb617cac0f370e23e352278487,en_core_web_sm,3.8.0,82b19f5f7c430dff8b20772b744c0780bb8175588c6b11ad69a5410f316a351f,1612,44,137,31,19,3,4,0.17866005,0.08002481,0.16811414,12
C-2023,C,Citigroup,Financials,2023,0001206774-23-000374,f6837cddb7a30210c789d42ddc2f9dc0243f33ecb01d1f20f345f441f7eb4235,en_core_web_sm,3.8.0,299bc5d7203e2776854957d9cac3fca4752719b069b22a819623a3c51956a676,1603,53,130,31,16,0,2,0.18153462,0.08733624,0.16157205,8
C-2024,C,Citigroup,Financials,2024,0001145443-24-000041,8da17041fc96839ac1b9a3da9220c9986c9e33058b99a0677f13057e0606099c,en_core_web_sm,3.8.0,6325240ab5536c1f3f36be0d2c6c5d4f183dc1e68957508f363ad106a97b8a7d,1587,53,138,23,17,2,4,0.17454316,0.09010712,0.17328292,14
LLY-2016,LLY,Eli Lilly,Healthcare,2016,0000059478-16-000331,474348896febc438e9d631e1338470edd71851499fcc17d48baaa35ce7b4ec3e,en_core_web_sm,3.8.0,77414d088ace03127d11cc68747b2d261c0e515cdfcad29a034d36ea7a99381c,1636,49,122,33,9,3,4,0.18398533,0.07823961,0.200489,5
LLY-2017,LLY,Eli Lilly,Healthcare,2017,0000059478-17-000108,5955a292ff22ed2bdfc58c380548938e60118e883ec057c9f45d474e8b73f9b8,en_core_web_sm,3.8.0,a6d96e3be20668af9e070648de28442d781253088999cf12ffbb0cb8fb147657,1667,50,151,52,12,4,7,0.16256749,0.07558488,0.23575285,8
LLY-2018,LLY,Eli Lilly,Healthcare,2018,0000059478-18-000111,65381db57fb004d02e89acfe7bec1732822de568b681024575a9cb06fbef1ec3,en_core_web_sm,3.8.0,5e89cc5c73b4a162137b333425fe578bc03f0e8c6b216f7da7b6699346b45e3c,1577,44,116,40,9,0,0,0.16804058,0.07989854,0.25237793,5
LLY-2019,LLY,Eli Lilly,Healthcare,2019,0000059478-19-000146,eebb421d949c62657cf76e6e3217a0346bba4a65a60a7238d924de4f822d9ab0,en_core_web_sm,3.8.0,558b95eef11e840562b8e5a3968335508627d0dc4f8cdaa61aa8239fb65836d1,1626,46,135,36,9,4,2,0.1801968,0.08118081,0.20910209,10
LLY-2020,LLY,Eli Lilly,Healthcare,2020,0000059478-20-000080,c2c5df822215c2b952a71a5ce7514772125b9d0cf5b073dba1d3b87daedfaac4,en_core_web_sm,3.8.0,a51fd3f010234212cbc6a849be08275a9729451b6cf584638172059b3cce7361,1577,37,113,32,1,0,0,0.17374762,0.06975269,0.23145212,4
LLY-2021,LLY,Eli Lilly,Healthcare,2021,0000059478-21-000104,b3db7a548daac7d4b7baa6a87fc36d29bbf2d86db39a21b234d3ad7e8533bc0b,en_core_web_sm,3.8.0,6514ca3e5cd2f73bcb698aaee21b64cf4d229ef021775a73629a86f01dc17708,1589,37,72,29,4,0,0,0.17621145,0.07740717,0.19697923,7
LLY-2022,LLY,Eli Lilly,Healthcare,2022,0000059478-22-000099,f988b24316ce2c9f8ff0c940ddf7215151f357b724192948cbcd210350e5940b,en_core_web_sm,3.8.0,1bf1a977189d3e92202a9eef882d39bfd9738e98bd711359fd10fd6ea078e118,1544,35,94,34,3,0,0,0.17292746,0.07836788,0.19170984,5
LLY-2023,LLY,Eli Lilly,Healthcare,2023,0000059478-23-000120,32cbd795d7225f7c3fe9a1fe1ccff641aed0641d7da42ab3ce1d7693419f2f35,en_core_web_sm,3.8.0,0dc92db7db273889afd41408e17ba0b716c7eae8971c40bf5fee7864be6ee13b,1500,31,120,31,5,0,0,0.174,0.08333333,0.21733333,8
LLY-2024,LLY,Eli Lilly,Healthcare,2024,0000059478-24-000099,8a560dc717d7842db8800c4d3418ff7ec5bc254eaf18ef5859a171e7d6f1a874,en_core_web_sm,3.8.0,0886c8d6d212693d4cefe6e4149fc9165d62891ac6a11be37ed85e40a3218acf,1542,38,119,31,4,2,0,0.17315175,0.07652399,0.19390402,8
UNH-2016,UNH,UnitedHealth Group,Healthcare,2016,0001047469-16-012475,7af488eae76731af1ec3b630264badc198f8068220c887cf068ad254eaf10561,en_core_web_sm,3.8.0,773be890a0ca45f8452f8062a0ada93733868e532931790617f22a37d1695310,1767,51,147,33,4,2,1,0.10639502,0.06791171,0.37917374,11
UNH-2017,UNH,UnitedHealth Group,Healthcare,2017,0001047469-17-002810,8f750d9c14415cdbbfbc33c732bba34df552ed9c979513e7c77b9ba83c94addf,en_core_web_sm,3.8.0,2a3a55f2df391b98a2a6b5460220bb486e07b8596d816c83b40a1d4a5c6b545e,1777,51,143,30,4,0,0,0.10185706,0.06752954,0.38716939,11
UNH-2018,UNH,UnitedHealth Group,Healthcare,2018,0001047469-18-002993,578ab017649e58d87da3d7b6f24d3fc3816094811399cee68a2cc1f49643d0ef,en_core_web_sm,3.8.0,126e58b3f350ffa8a0f1a66daccecf6b4231f7f3a87843f6175cc92028e295bd,1779,49,140,31,7,0,0,0.10061832,0.06520517,0.39179314,11
UNH-2019,UNH,UnitedHealth Group,Healthcare,2019,0001047469-19-002425,6b3f41bc462bdc89e2aba19ca46930f3c7199b57370f0f4aaaaac3a20c78f5df,en_core_web_sm,3.8.0,cec047e413806b2a24b094784a631508b0830dd2dac7374ae618b48b59e6e6ed,1776,49,141,30,5,0,0,0.10867117,0.06869369,0.3856982,11
UNH-2020,UNH,UnitedHealth Group,Healthcare,2020,0001047469-20-002403,c6489433799218a8115ddee271a57892757df5bf642bb84c719cdd10931a3f27,en_core_web_sm,3.8.0,96cb879c265378404a93c7517a9fb7080db876a3893f3db29322a1238d1f2884,1629,83,87,28,4,3,1,0.2320442,0.12277471,0.12093309,6
UNH-2021,UNH,UnitedHealth Group,Healthcare,2021,0001047469-21-001031,2a7604bd2b6666c176ecea02ac14060812237ac5254669f4a1a17c2aa2a1cd73,en_core_web_sm,3.8.0,ab2dff02ff9d793e246e7449ec535304545e909941d40d614106f714a2b8636b,1633,47,136,36,5,0,0,0.1279853,0.07899571,0.30863442,10
UNH-2022,UNH,UnitedHealth Group,Healthcare,2022,0001104659-22-048923,12ca46dbcbc4d1d4e453db6d11745e0d38d58097410dd8a8549a8b80323217da,en_core_web_sm,3.8.0,dcaba75393a13ba94307e665cedeaf64c9ec5cba1cce11cbd302725f3cb536c3,1607,56,92,39,11,0,1,0.1829496,0.10827629,0.16925949,10
UNH-2023,UNH,UnitedHealth Group,Healthcare,2023,0001104659-23-048439,54541984e8646e8cb61394a7b034c2263506242c98fbce470bd252e9f91a3a46,en_core_web_sm,3.8.0,5ed353b487cd85751d3bbaf050e0f9b2e6c4c87c71002ee6c071cf6c001fb6a6,1621,62,80,33,3,0,4,0.19494139,0.10857495,0.17458359,9
UNH-2024,UNH,UnitedHealth Group,Healthcare,2024,0001104659-24-050055,68689be1b79d69ec4f43fc2087694aaec55a35bc44087d34acfe854059ccec06,en_core_web_sm,3.8.0,1437c45dab9a6a5a1e73c42aa2f81868b8a187f89648267d4fdba9e3e57d9439,1587,55,69,29,3,1,2,0.21865154,0.10649023,0.16572149,7
JNJ-2016,JNJ,Johnson & Johnson,Healthcare,2016,0001193125-16-505952,c052baa632aef90c80cb219d6c2d924ec23c04dc7be2af33975526ea56ecc606,en_core_web_sm,3.8.0,2e6331d776144236ac0219096183a0e09b4f65d87a1a29cea0629805ad168365,1560,42,137,43,10,1,0,0.15320513,0.08205128,0.23653846,6
JNJ-2017,JNJ,Johnson & Johnson,Healthcare,2017,0000200406-17-000015,74f448317f27c5a708f1e64eaf0fe08ed941804c8075f302d9ae9ae7efebc10a,en_core_web_sm,3.8.0,6e83649999aba2de8e814cf77f49e0d935b79debeaef2def35ea8f45e1c403d8,1608,48,123,45,4,0,0,0.16604478,0.09390547,0.17910448,7
JNJ-2018,JNJ,Johnson & Johnson,Healthcare,2018,0000200406-18-000009,4399519568cddfff543b6fc9d6f640a06aa0b36d263a931403a3d0579efceadd,en_core_web_sm,3.8.0,02938f326b3b679c9ca916d9365c6906fe69ae6b9c198a3b70d839c779bb0343,1635,47,107,44,6,1,0,0.18960245,0.08807339,0.14189602,5
JNJ-2019,JNJ,Johnson & Johnson,Healthcare,2019,0000200406-19-000013,104fd1cc7d76a72405b9d5868a8da94125c028fe10d41e6ae159c7eb5dd64eaf,en_core_web_sm,3.8.0,51898a3abe71882e63f64200ecbbd66b31bc35905ca06dee54b6499cc43ba4ab,1592,49,107,55,5,0,0,0.18278894,0.09987437,0.14949749,6
JNJ-2020,JNJ,Johnson & Johnson,Healthcare,2020,0000200406-20-000018,9c4f368196bcb6eaa638e9c8a3c0418e80bfc11707111b4b609f0fee95c62277,en_core_web_sm,3.8.0,a23104a97893a5ce61408c8b45679ed8083182ba49e08205911450b0a617ece1,1613,50,110,43,4,0,0,0.16491011,0.10229386,0.15189089,4
JNJ-2021,JNJ,Johnson & Johnson,Healthcare,2021,0000200406-21-000011,b21faa974e2d71e4bb29e7289f480346ee10076588c8055f2ad7122d048e9533,en_core_web_sm,3.8.0,e10f461f63d505c49b89b9db1efaf21ea2f65e20fc39bff182fa24f597359d56,1612,48,117,62,5,1,0,0.17866005,0.09925558,0.13957816,7
JNJ-2022,JNJ,Johnson & Johnson,Healthcare,2022,0000200406-22-000026,40047eef6d90b870a9732ee98ae0d5bc7198b6256d1ed8e0135acfd8842c51d6,en_core_web_sm,3.8.0,1aed903e8dbc55e8d76cf802d3fa4a9bfcae9056e3d97d305994339633e8a394,1603,49,102,38,4,2,0,0.19588272,0.10979414,0.10854648,6
JNJ-2023,JNJ,Johnson & Johnson,Healthcare,2023,0000200406-23-000023,7ffed8854455ca57c640f60256c84e9e2000c08b082b10a9b54c15ca97082b06,en_core_web_sm,3.8.0,599fec89b69a8cfc4912825510508b56557ad05640bf961686ce2ebc2957c80e,1535,55,95,42,3,1,1,0.20456026,0.1029316,0.11661238,4
JNJ-2024,JNJ,Johnson & Johnson,Healthcare,2024,0000200406-24-000024,84a1625fec382332d15eea0d0dfd4b81d0406db0016c64828b13b5463d6621e0,en_core_web_sm,3.8.0,fd31fe0f08f5e7d4f3c430adc1adbd72f1b89de09c8f71b95880e016e590d1d7,1603,63,166,25,6,3,1,0.23518403,0.0761073,0.15658141,25
ABBV-2016,ABBV,AbbVie,Healthcare,2016,0001047469-16-011386,763640cac6e42946e1bb1f745ac88053ab1ed9cd26b16d994facff4b7beb7643,en_core_web_sm,3.8.0,ba09ad79c04075c5f5d1b9043e56a9c4e2ec548bb7e32af1d588b1d3c5430fc6,1649,37,157,42,5,0,0,0.1443299,0.08065494,0.24742268,10
ABBV-2017,ABBV,AbbVie,Healthcare,2017,0001047469-17-001778,ffb92197d5ee6ac0318b93fef9b14a63db2f7ceaf18eccfbf5b340201efc2559,en_core_web_sm,3.8.0,fb3d5c3bc1580bc1f6bafa3c263838e1d549d9c3837003d6154f6b4a8279bfa8,1645,41,155,39,5,0,0,0.156231,0.08267477,0.23404255,10
ABBV-2018,ABBV,AbbVie,Healthcare,2018,0001047469-18-001843,6d0eada6ba0718c81cdeff60476f0b365981908cf17b16d7c77ba2da1de122ae,en_core_web_sm,3.8.0,d21ab108ba176fadf5f867a73dfbf4f7cd5d688fcb5307a751454e23e792cba7,1668,39,172,45,3,1,0,0.13489209,0.08033573,0.2529976,11
ABBV-2019,ABBV,AbbVie,Healthcare,2019,0001047469-19-001544,666cd5984980d4c5ab5a3640982f0164476e693c41cc63334c32d9e89d0ff984,en_core_web_sm,3.8.0,f75d271436a49d841be10f0cec4b2d11a71146192b3f288e41ebb7a6ee53339a,1644,38,166,41,5,0,0,0.14781022,0.07907543,0.23722628,11
ABBV-2020,ABBV,AbbVie,Healthcare,2020,0001047469-20-001710,742aed8ff276c0d2e5d5905f177e907e81ac534ef6a7cd193f2e6051d9846a81,en_core_web_sm,3.8.0,6cf2c6b8121ad53b3357ef1dbc8fd76dbcd431f502074fd03f9981b929911310,1630,45,166,39,7,0,0,0.14294479,0.0803681,0.23374233,15
ABBV-2021,ABBV,AbbVie,Healthcare,2021,0001558370-21-003318,d8526bee974eaa927880c146d10d08b86827c212cde3ee2d698193a9bb2c3f3b,en_core_web_sm,3.8.0,d7c9c3f95caaa220fd90b377eff21c95f3680d320d418e8e5d53e0b2e79ad3c3,1721,64,129,23,8,0,0,0.14410227,0.07786171,0.3050552,7
ABBV-2022,ABBV,AbbVie,Healthcare,2022,0001558370-22-004011,9e3a002d8dc27ea568e3935a30176089b68c939f859dc2b3efb49e9600bd8c3f,en_core_web_sm,3.8.0,5428fc4fa4e3ee1ec9818feee5c9b56c314b7be3bc8e753aa156a56d7777c8f6,1657,64,122,20,13,1,0,0.15389258,0.07181654,0.29088715,7
ABBV-2023,ABBV,AbbVie,Healthcare,2023,0001558370-23-004204,d1dbc4f3ad8df17d69dbee88d3895b48cb591fb4e778773b0b162f7c2fef3204,en_core_web_sm,3.8.0,7ae8742774243c5948f808ef289f6c4afabac6271b0b1fb37543f561bd12b2e3,1711,70,119,19,13,1,0,0.15137347,0.07539451,0.30040912,8
ABBV-2024,ABBV,AbbVie,Healthcare,2024,0001558370-24-003496,72003cebbfd12c3dc2bd72ba7cdac2d673ad813f8841f494ed9959c7ba35fee8,en_core_web_sm,3.8.0,b86e689af90f4e060baf7f1b0fd990d463a0e43aca0f9dacf4f567c3676fb027,1686,70,110,18,8,0,0,0.15421115,0.07295374,0.29655991,7
MRK-2016,MRK,Merck,Healthcare,2016,0001308179-16-000336,818573eb5dd9326f9e594ada7e4089a1653142e2711e1369c6d43ae9c8ff2dd2,en_core_web_sm,3.8.0,5cd90675b2079c0535bd0deade0e91c5c1d5f4ab0337ef2be4c3374e10ee79c4,1555,48,132,37,5,0,0,0.13762058,0.07845659,0.25080386,7
MRK-2017,MRK,Merck,Healthcare,2017,0001308179-17-000129,ebcc194bf60ec061e2d16b5fd8f9870099bf02bbeeddb34cc14ad71e791153d0,en_core_web_sm,3.8.0,af7e7aaa35fdc5377078c04ce4d1ad33305003217176fb6d7e62d1cd191a33eb,1568,48,135,50,7,0,0,0.14795918,0.07716837,0.23596939,8
MRK-2018,MRK,Merck,Healthcare,2018,0001308179-18-000164,78760e535c1160b7b58420081e077e3dbc61efcbd4759b0f5526af96e3451f3f,en_core_web_sm,3.8.0,83cbf72e3dad2829dd5583d62ac5ca9ed228ecb63952340201371f46d4f5b9b2,1584,46,136,47,3,1,0,0.18497475,0.08522727,0.18434343,5
MRK-2019,MRK,Merck,Healthcare,2019,0001140361-19-006720,a80932f4e47cec2a7fbcfeaea4d2e5e297e74234860f8093b2c88899d6b02004,en_core_web_sm,3.8.0,9e4276024f5c57155bc977c64beeb95ffe6bf48f0065d37789c4953c80bf0914,1676,56,120,36,3,0,0,0.19988067,0.09128878,0.12887828,8
MRK-2020,MRK,Merck,Healthcare,2020,0001193125-20-099563,1496b1c6b988334fef1086fe7a4d5ba306f8bce3402f8f2c3e41b0b8fb5256e6,en_core_web_sm,3.8.0,b3f276d23949d92628b4cdac35a97c1740a86c59a8c77d3a26c235587a466d17,1665,46,145,50,8,5,1,0.19039039,0.0954955,0.17297297,11
MRK-2021,MRK,Merck,Healthcare,2021,0001193125-21-106317,9514262f80e8e9fabcb0e8ab61ac1e93e8ab4ec8ef68acf507c3be366555e93e,en_core_web_sm,3.8.0,d2902d0d1992bbf59670909e300b3d9803b121380216544ddcae3b2c580008b8,1703,38,158,63,7,7,1,0.18027011,0.09160305,0.20082208,8
MRK-2022,MRK,Merck,Healthcare,2022,0001193125-22-095134,efb272df09ffe401285b49920ef81f942dc755aa11d62cac66889550466ba6f0,en_core_web_sm,3.8.0,6307a13410f4c65918dec039050318f927c596c79d936412be4d44cc68cf7245,1614,52,109,44,3,0,1,0.19516729,0.08859975,0.13754647,7
MRK-2023,MRK,Merck,Healthcare,2023,0001193125-23-089525,7c15b9c0b2bf3595bd78a6415bf0ae86dc2c0ff79ec80edad594eaf54cd300c8,en_core_web_sm,3.8.0,75958de318786403281c49e33caffe7fc91960b94c51eddba928a264aa3f9347,1616,49,92,28,2,1,1,0.21163366,0.09777228,0.11757426,5
MRK-2024,MRK,Merck,Healthcare,2024,0001193125-24-093204,046183b414e84b87c610395453c77a9bee5fb0071dd9d2e1d7b3c9e7ec9f88dd,en_core_web_sm,3.8.0,4d442c0d74670dc8a32af448e3d82a7b9ee956c3c87c7f6c268a771547ab7b00,1654,52,116,42,4,0,1,0.20858525,0.08706167,0.12756953,5
TMO-2016,TMO,Thermo Fisher Scientific,Healthcare,2016,0001193125-16-530108,8abf452c38e61e9ce823a97149bb694879410f62d3f3dca80628339cd631fafa,en_core_web_sm,3.8.0,60f3574071acdd9a2726ac0ddc108765a30577eeca17ec3c26a341acba0e5217,1624,42,178,45,7,0,0,0.13731527,0.06465517,0.25492611,6
TMO-2017,TMO,Thermo Fisher Scientific,Healthcare,2017,0000097745-17-000014,0f036f30f72b49be030ef356be2b52b8ae4484271db7bc10d9467cda79dcec04,en_core_web_sm,3.8.0,536e39e5eb13e1f4d0983c6a4df91225a023304e2fe6dbe11511184695ecf2a8,1692,42,178,41,7,0,0,0.13356974,0.06205674,0.23758865,6
TMO-2018,TMO,Thermo Fisher Scientific,Healthcare,2018,0000097745-18-000011,780ca00ac34415c7331090ee6be8a4624589c6a4e67c4c0d297411b139e62466,en_core_web_sm,3.8.0,d78637e26413ee42b4faf7d85d8a0a8a2106c75a8add8680def46dc2fe48c167,1688,45,179,41,7,0,0,0.132109,0.06161137,0.23933649,6
TMO-2019,TMO,Thermo Fisher Scientific,Healthcare,2019,0001193125-19-101242,4cde07cea0aa236dca28404fb2e2fc91e076ffbe8b3984abb47e2cbea9bcf624,en_core_web_sm,3.8.0,0d4878f60a9bf6897879f10dbfd3d8850c27567c72e6ea9e6209cdeb7fecfc88,1587,43,133,28,8,9,5,0.16005041,0.07372401,0.23944549,3
TMO-2020,TMO,Thermo Fisher Scientific,Healthcare,2020,0001140361-20-008182,a5160fe4c534489f6d4784e978652032be966e1f52fd3ff27ef7afc981ea973b,en_core_web_sm,3.8.0,276b4c46b402723b804b12b1ffb161d99887fdef848ffcaac4b3a5df9c7e4590,1610,44,121,26,7,7,3,0.20434783,0.09937888,0.12546584,7
TMO-2021,TMO,Thermo Fisher Scientific,Healthcare,2021,0000097745-21-000019,0863aee4029b6122fe23cb9149dc7c7585c1b09a56a1d4e4ff8b6f810ba2a967,en_core_web_sm,3.8.0,ccc581d1bebb3c75ab4cd189bd3e79d63a47d4b7092d358e9661f826983c881a,1624,48,111,27,7,7,3,0.20258621,0.09359606,0.11268473,8
TMO-2022,TMO,Thermo Fisher Scientific,Healthcare,2022,0000097745-22-000018,5263b10ac2f185889b5616819d7d297893ae230782709698f79157e3ae20dcd2,en_core_web_sm,3.8.0,1d00de34575291dfdfa62dc16180bf8c2507ccdb859a6867c4b4f2842df5d4ae,1590,50,150,40,9,8,5,0.20628931,0.09433962,0.12515723,6
TMO-2023,TMO,Thermo Fisher Scientific,Healthcare,2023,0000097745-23-000025,c9d84ae69cf2cc8a2993fb6f28467826ea1658725ffec505277f1e1d866689e5,en_core_web_sm,3.8.0,a68876055238b5bfb195525d1c2238f81382c7752888bf4f321d1dc2b081b0fa,1587,46,163,42,6,6,3,0.20100819,0.07939509,0.17391304,3
TMO-2024,TMO,Thermo Fisher Scientific,Healthcare,2024,0001193125-24-090173,48e8f1c3355cc982d3a365135c1f386b01826447162c83c5cefff3edab0a18c0,en_core_web_sm,3.8.0,b664975fd7d4b0f43b7ab8b5b549aa0386ddbbd1c8b6262b553f1bd859ee2624,1555,42,145,31,6,6,0,0.1903537,0.08681672,0.16463023,4
ABT-2016,ABT,Abbott Laboratories,Healthcare,2016,0001047469-16-011351,3bae336a93b18782a3840d79c096ac0193450d9b243d96136b320c8f9e2918f3,en_core_web_sm,3.8.0,c1d4e76db66987f729a70b1f6ccf3e7faecbcf4e5f7e0a5f222d15aefb9f28a4,1656,50,169,46,12,0,3,0.14130435,0.07306763,0.25060386,13
ABT-2017,ABT,Abbott Laboratories,Healthcare,2017,0001047469-17-001713,ecbb9972f3a1accf7cb2c923a09a29aa236287e8a67fb3233dddec3095ec46e9,en_core_web_sm,3.8.0,4d06fbcdbbd9727bc539dd79a0ca7205af155c1c7afa14c7701f1004473131be,1660,45,175,51,7,0,0,0.12831325,0.06746988,0.28313253,11
ABT-2018,ABT,Abbott Laboratories,Healthcare,2018,0001047469-18-001774,88451233452dfd7e8b120c8d62d550061881db1d10113d6a605ba6155d6a36f0,en_core_web_sm,3.8.0,75ea0fe4550ba7cec8459d888ec1909061d47f396ec25921ce1f46f702b97ac7,1643,48,170,48,7,1,2,0.13937918,0.07181984,0.25319537,11
ABT-2019,ABT,Abbott Laboratories,Healthcare,2019,0001047469-19-001316,d0e7a4e8f7af786010e67a4b2a9493da6b715ae692c577ab328d499df8222be6,en_core_web_sm,3.8.0,bc0f4ba5dbd4cd888b79b0a516083653cde000f04866c11a5fe1872bf57da4e1,1663,48,175,46,10,1,5,0.14792544,0.06614552,0.23812387,12
ABT-2020,ABT,Abbott Laboratories,Healthcare,2020,0001047469-20-001466,9131c45254ba3207207432c67793a6849a82b73e2ea9a52b953457d286bb3d39,en_core_web_sm,3.8.0,3fa3af53293f7ff6e63bbf3c1b09f1178a2221cfbed32595ffcbea938fc936a5,1665,50,178,49,7,0,2,0.13753754,0.06786787,0.25405405,11
ABT-2021,ABT,Abbott Laboratories,Healthcare,2021,0001047469-21-000592,5f296d8ae00edab7d808e4deb66223608eb56e4ea60c84ca1ac396ed8b86c6e7,en_core_web_sm,3.8.0,760d1dabc135db20142eaac1fb00f9ebd9851b43f738bb1074afe41f2ef74a9f,1625,39,152,37,7,0,0,0.13907692,0.06461538,0.27384615,13
ABT-2022,ABT,Abbott Laboratories,Healthcare,2022,0001206774-22-000778,95e7746f666de89faaaf232ac1aa7518bedbff8bbb1eeda56a321003e5e76bdf,en_core_web_sm,3.8.0,5c31400d194a9e2e2fe9c42489a81679ec40740f74eb87a715d6fc6562fb2bf4,1566,42,140,35,8,1,5,0.16794381,0.06321839,0.23180077,14
ABT-2023,ABT,Abbott Laboratories,Healthcare,2023,0001308179-23-000247,8e9bc4ecb9f9df82bbcbe99818d693c16e89b7a1b7a2eb95bea124653949985a,en_core_web_sm,3.8.0,047fe8222d07aefeabdfe9016781ff400f8b8de3a2a5d29561f9be5c7e6f8ce4,1550,43,133,35,9,2,5,0.17096774,0.06516129,0.24580645,8
ABT-2024,ABT,Abbott Laboratories,Healthcare,2024,0001308179-24-000182,3803fa30b2cb66eb924bc5ae9cb1ef887a11761ccc4e4d9e329d64489425e440,en_core_web_sm,3.8.0,0d56b5c579408713218d0e8656502580ca3fbc15e2189e78c1c908fd78ac5796,1530,40,137,30,7,3,9,0.18627451,0.06666667,0.23071895,8
PFE-2016,PFE,Pfizer,Healthcare,2016,0000930413-16-006044,2324350b4895a517dcf708954af183a125470b6c6d2513365fc6ce1532439ae2,en_core_web_sm,3.8.0,369d6d86a7388bde154f0ee64c2b3d88ecb866458b314c93dcf28d000d2a7890,1622,56,134,43,17,0,0,0.16029593,0.08816276,0.19852035,7
PFE-2017,PFE,Pfizer,Healthcare,2017,0000930413-17-001059,24e8dcce92a4f7c68ffd561f619f6fe6d64190d929a3a68d90ecc8750616c489,en_core_web_sm,3.8.0,8ef13d8c141d4dc9e2ee613d11d9d188aaecb63e59bb884c7232ec76168ad33d,1546,46,116,52,15,0,0,0.19146184,0.08796895,0.16429495,2
PFE-2018,PFE,Pfizer,Healthcare,2018,0000930413-18-000973,f46ef16793d89cdd837c5a4c5d21399b4d291e2bdb20c81908636bdaca22cc08,en_core_web_sm,3.8.0,0a14bc152ee5f705141ca52e18d9a4c61c87895d8effd0499e43de9a1b8b9f4d,1592,45,135,51,25,1,1,0.16331658,0.08040201,0.20414573,3
PFE-2019,PFE,Pfizer,Healthcare,2019,0000930413-19-000953,27d55d6d53bc6172f9a26c11c901301c12e05ccd65322823d7453678ceb19720,en_core_web_sm,3.8.0,2689b51cbc42fc1688e871a27ab9bf3af10b3325a0bccd11be0382efcbabf2ff,1579,47,140,58,22,1,1,0.15199493,0.07853072,0.2070931,6
