doc_id,ticker,company_name,sector,year,accession_number,clean_text_sha256,spacy_model,spacy_model_version,representative_text_sha256,token_count,sentence_count,entity_count,org_entity_count,person_entity_count,money_entity_count,percent_entity_count,noun_rate,verb_rate,proper_noun_rate,modal_count
IBM-2023,IBM,IBM,Technology,2023,0001104659-23-029014,373f591e9bd6594b1b87c81ff672f8fee51fff67bf5434a3c546dc900e18535d,en_core_web_sm,3.8.0,3894ccd0ab5659a657c9452934cb1dd38fa817bb70ec6bbfba7e3b1e33d9e8f1,1622,66,93,54,4,0,3,0.18742293,0.11035758,0.13810111,2
IBM-2024,IBM,IBM,Technology,2024,0001104659-24-032641,a7538445538bb033967681922ca2504e8905dc6b28a5d45e40724f168442fbde,en_core_web_sm,3.8.0,9e8df975b212b0aca1df7de0b0f54027f8abe3e4a97bd88874e480775cb2ebed,1665,67,122,53,8,0,0,0.15555556,0.08528529,0.24684685,3
INTC-2016,INTC,Intel,Technology,2016,0001193125-16-528154,a1d685d55e65e621cc84a6e1773d2ed90b6d7d10812ceb5c68899e7618268d78,en_core_web_sm,3.8.0,586b5d9fa8cfb5db027d97862d2c47c655d02b540c0a6f50101a5b0dd575a9b2,1585,58,87,39,2,0,2,0.2340694,0.09968454,0.08832808,2
INTC-2017,INTC,Intel,Technology,2017,0001193125-17-112133,c2c11a66aef5febe064c55096bb2d96be0fc78c584adbac351e198bec08f424b,en_core_web_sm,3.8.0,d8e94b6b788d86334bef07419f1615006726a08b4fcd700dce7b5ef64da5de49,1579,48,76,33,3,0,2,0.23559215,0.10069664,0.09689677,0
INTC-2018,INTC,Intel,Technology,2018,0001193125-18-107675,8a054ba7072c6ba26842ea2ad78b31cd303f047e131ac92a67338500c6c361fd,en_core_web_sm,3.8.0,4ddb04f8033cd06995d0c15592e40b1b3744caaf84ad270cf4a306b39bd16d4c,1554,46,61,26,0,0,2,0.24710425,0.1016731,0.08043758,3
INTC-2019,INTC,Intel,Technology,2019,0001193125-19-095785,2b36320afcaad13e38c94c4e4b060f9ee4dd8a8ede5ca37daf1f41f15a18aeae,en_core_web_sm,3.8.0,cc5ee89e46daffef28797838d74117d07600e9eecd8e548db0cd984578ace578,1610,49,128,46,6,3,2,0.21304348,0.09813665,0.12360248,5
INTC-2020,INTC,Intel,Technology,2020,0001193125-20-091451,bd481fc810e6379ce6de807b61a1d5f07b2bbcee4fec74d0556b40b36911033b,en_core_web_sm,3.8.0,ca762ae787ff64772c78b5157b59c4f99933495e084d9991eee24cafe2fa7685,1598,44,98,42,10,0,4,0.20901126,0.10513141,0.11702128,6
INTC-2021,INTC,Intel,Technology,2021,0001193125-21-098458,5f008e6471e4dc3b7769b4a08c24e3b0dd179462acb3df07e806b4bce5c97e01,en_core_web_sm,3.8.0,b66ce56e4e5ec988a583a72924373a899507b3b3db22cee0dff6b4a8ffe3c221,1587,45,103,48,13,2,0,0.19722747,0.09388784,0.12854442,3
INTC-2022,INTC,Intel,Technology,2022,0000050863-22-000011,58fbd9d0d159ed2327b7ea29e7f9a513afbeb172585ed6e180eaac535512cfdd,en_core_web_sm,3.8.0,709bc16726eec7b23099189f158c80bf015c38a85962bc3ac777798c720284d0,1577,40,122,58,24,0,0,0.18769816,0.10209258,0.16106531,5
INTC-2023,INTC,Intel,Technology,2023,0000050863-23-000021,06b078e2b0200ce228088ff3161ed6659cb0d96d36f23871b126cd0e50fb4b13,en_core_web_sm,3.8.0,7b80bc849314bb129ea3705f2c3a8e30ce8ca01e4269a4b2eead334f80f93d36,1532,48,98,36,10,0,2,0.18798956,0.08224543,0.20300261,2
INTC-2024,INTC,Intel,Technology,2024,0000050863-24-000057,6abce692d61e8cf3fc4c621eb3d15348f3206015f91c0aba57f3ea940f7b04db,en_core_web_sm,3.8.0,078504dd674b5d920394291addcaf89fa2384d4a1b998d0704d71be8b745d7d8,1493,42,140,54,7,1,0,0.16878768,0.08238446,0.24112525,3
BRK.B-2016,BRK.B,Berkshire Hathaway,Financials,2016,0001193125-16-501649,7bd6f6c9aea6d4dc11e89c247a45dffcc16a43bfab0f7ad0dded7d3f56ceabbc,en_core_web_sm,3.8.0,b3022b8e896fc78377d011f0bc21e191d2defa406424c49aed1303dd75f5f35f,1681,58,124,39,6,0,0,0.19036288,0.09637121,0.13503867,33
BRK.B-2017,BRK.B,Berkshire Hathaway,Financials,2017,0001193125-17-087493,c5a6920d55f404c3a2f2ee2e824f71f286e7c75b940718975cf2f9fa99d94f3f,en_core_web_sm,3.8.0,97d68a574e7d278bf59e69aee85b602bd29782cbeace8116093f6d68c64d0a54,1689,65,125,37,4,0,0,0.18650089,0.09532268,0.13795145,34
BRK.B-2018,BRK.B,Berkshire Hathaway,Financials,2018,0001193125-18-086050,b36a535e51a7732e37ebcc06babb688c53a8c7ce86f300a973fb5614d9254404,en_core_web_sm,3.8.0,0aef6a3358f24ad4f92b750ccaa6a5e0610bc3f0c7a3a60052670f479ecbe185,1683,57,123,38,4,0,0,0.18775995,0.09625668,0.14141414,33
BRK.B-2019,BRK.B,Berkshire Hathaway,Financials,2019,0001193125-19-076915,9cd464833df48b2605a24b4acf4d7961d3e5175c44f8cc0bc50688b779a406a1,en_core_web_sm,3.8.0,acce5a1a588beeb1b98557aa308af8e44bc6b669564fd78aeb9e56aacd9b6243,1684,57,123,41,4,0,0,0.18646081,0.0956057,0.14311164,33
BRK.B-2020,BRK.B,Berkshire Hathaway,Financials,2020,0001193125-20-072952,ccb59ded7d9b26cb6fb8841c3c15f0b7f5b4ce0dd24adc726395ed6cef9fbfac,en_core_web_sm,3.8.0,218576536b56a1ed47097882855a846437962bf505901350d3cfec7b1a6cf2bd,1693,63,125,40,4,0,0,0.18606025,0.09568813,0.13821618,34
BRK.B-2021,BRK.B,Berkshire Hathaway,Financials,2021,0001193125-21-080418,34f318f834fea16011c121f3fc98d7da5b2bb17033913f372dc932becbdd2ae1,en_core_web_sm,3.8.0,f1c2ee311431526849cfa18f3b0bbfd30124c0261c17d5c6327d8be767283b4c,1656,61,99,36,3,0,0,0.19263285,0.10084541,0.13586957,35
BRK.B-2022,BRK.B,Berkshire Hathaway,Financials,2022,0001193125-22-073447,717a9719e7cc6f82686c2df1ef303434b2a6c9ad5e4cefe44d51ef85fa37371d,en_core_web_sm,3.8.0,26d2a9f011d2b0ae3db5345d63aca5f016d6ff737905921533381c2596246693,1653,57,121,39,5,0,0,0.17906836,0.09316394,0.15063521,33
BRK.B-2023,BRK.B,Berkshire Hathaway,Financials,2023,0001193125-23-073948,4c9312c0049c1a8f751f298694e3f22f4e5ae37242a17edc969da7353b54c7ff,en_core_web_sm,3.8.0,507f2fc422f2a015fab4adb8dd92ab1b119abd7b2fde1dd869a518d32120b1be,1650,61,115,36,5,0,0,0.17878788,0.09393939,0.14666667,29
BRK.B-2024,BRK.B,Berkshire Hathaway,Financials,2024,0001193125-24-069107,6d1f6f841789716462e2da9d389594a6095df1bf30c8feb680828fca1f908404,en_core_web_sm,3.8.0,53835cb1d2405f95b80db5978c1b5fd3ebe9e8cdfd1f21ac94fd94952cfe9fc5,1646,58,119,39,5,0,0,0.17739976,0.09234508,0.15370595,28
JPM-2016,JPM,JPMorgan Chase,Financials,2016,0000019617-16-000933,0c8abc9548073a49d9ff31e176976f3a2eb50c4ea37db255cff0b65d37c806ff,en_core_web_sm,3.8.0,8d349ab95f56a847e766a826ff5ca04ee27a90296beae23aca21686ece658202,1611,59,175,38,2,0,1,0.21291124,0.08876474,0.141527,10
JPM-2017,JPM,JPMorgan Chase,Financials,2017,0000019617-17-000340,db82a022987881032df96cd6a1bfd32e4052a2c94ba3c6548ae9fb0f502de1a4,en_core_web_sm,3.8.0,aac93e837caedbb3e3590ee4b01f2781ef646189f7caf6db66608dc316e5567c,1613,65,181,44,4,0,0,0.20582765,0.08679479,0.14879107,8
JPM-2018,JPM,JPMorgan Chase,Financials,2018,0000019617-18-000077,eed72a405306fa384be4d96d6ee22b329b54fc0149be6c4302aee2ab890e34d7,en_core_web_sm,3.8.0,57faec3a49129f8f6ae27c2736f7f8feb03f178d24d62ccd3d519f455db9a072,1649,59,123,54,13,3,0,0.18374773,0.09581565,0.13887204,9
JPM-2019,JPM,JPMorgan Chase,Financials,2019,0001193125-19-098338,84e421c6201947314635daf3831a6f81b60d7f06077475f7938613bcdf410bdf,en_core_web_sm,3.8.0,96e016092afcc54b21c0231bb5c9a8f3e7368a39ed020f7f12fd94f62f4a9dc0,1629,58,108,38,11,0,0,0.18845918,0.09330878,0.14241866,10
JPM-2020,JPM,JPMorgan Chase,Financials,2020,0001193125-20-098865,66a6ce896e9c72dce633f41d68b6a5ef831c6ffc7ff32acb25b018f2d549128c,en_core_web_sm,3.8.0,1ae44ca1ae18134c64c2ea86436d84d578a888068bb3a837d0a0c94f599bacff,1672,59,101,44,17,1,0,0.17404306,0.09389952,0.1423445,14
JPM-2021,JPM,JPMorgan Chase,Financials,2021,0000019617-21-000275,3b409d5006a7d57cf5854f29a46bbe8ad568f064aeacb833a617c784c1bca6c0,en_core_web_sm,3.8.0,539424551bed339c6d6721901c1019291a9dffbf37fa1df2ab6d1755cdfb48e1,1628,64,90,33,10,3,0,0.19717445,0.10626536,0.11363636,10
JPM-2022,JPM,JPMorgan Chase,Financials,2022,0000019617-22-000303,0c7f9d454c3bb08320d824860e67fbcc8b7dc561b00ca5b731896ea997ae7008,en_core_web_sm,3.8.0,1d88852a560d8a522ae34555657791f21d0663143d02b43afe69f22683c9c98a,1602,57,96,32,18,5,0,0.20973783,0.10174782,0.12546816,11
JPM-2023,JPM,JPMorgan Chase,Financials,2023,0000019617-23-000281,fab96c3e70b017c689da95f427e6fe36b2cfc82e9fadb532aecd6f7ac9cecd9d,en_core_web_sm,3.8.0,90f91ba5ab1926ec549089ee6d7673e5f321d2f04f5d868b9e2a4ff7117f9df4,1610,55,79,26,12,2,2,0.19068323,0.09937888,0.11614907,12
JPM-2024,JPM,JPMorgan Chase,Financials,2024,0000019617-24-000273,7c799e3db92c2d995227804ccc5e9b4e8ae13c53d4b4c9182744f3ef5da6871d,en_core_web_sm,3.8.0,3342f133b97f9baec91adfa49ed3d518430172e04d640e40208e4249d849550d,1634,63,101,37,15,4,2,0.17747858,0.09853121,0.13402693,12
BAC-2016,BAC,Bank of America,Financials,2016,0001193125-16-508200,82c6b4d7df28362cf2f5d0bb886d346724b379c705f7f8ecee64021a98678e50,en_core_web_sm,3.8.0,ec9cd3979beb369ec98e6104e5d9a5194d4a39d9ea7063d96d62cb6a5af3c481,1655,54,134,25,8,14,3,0.1939577,0.08761329,0.15468278,10
BAC-2017,BAC,Bank of America,Financials,2017,0001193125-17-082970,426880a8837380e05122265aba13a9f013e4d18511be9c3f08e77c55384b30f7,en_core_web_sm,3.8.0,ada2b2c4b4e06ec7ba7933a2960baaf4592210a76bdb4496adc6a395c4eb48e5,1655,48,134,28,7,23,4,0.18791541,0.08821752,0.15347432,9
BAC-2018,BAC,Bank of America,Financials,2018,0001193125-18-078695,bd86fbea21687676313e2ece7f499095fd5d611da167d1417b24e4f8e884011a,en_core_web_sm,3.8.0,dc47a4c42b990a876c150668e4a4221b8fbbce24d91eed5e92acc7502124e4a8,2188,112,127,54,10,4,0,0.21389397,0.06398537,0.30804388,9
BAC-2019,BAC,Bank of America,Financials,2019,0001193125-19-072939,0612ca9520fc12e1a9fe75d7c266650b7410121c76929ba8fdf628d70b82993a,en_core_web_sm,3.8.0,9d315e67d97964c56d8222dfe668f58e2627995f49d2dd809d029cd76cadaebf,1638,63,137,39,7,5,0,0.18681319,0.08791209,0.16239316,13
BAC-2020,BAC,Bank of America,Financials,2020,0001193125-20-066901,bb702b41dd5c3c5bfd23f630b06faaa26c259b35aead6c7ac32a5c4ef64e7921,en_core_web_sm,3.8.0,6d0bdd4f5f6b6de10ba34a3e3c894356906d5dfd13029acbb4faeb925f799d3c,1616,58,130,38,6,6,0,0.18502475,0.09034653,0.1404703,17
BAC-2021,BAC,Bank of America,Financials,2021,0001193125-21-072547,0b54436d946313bb4ad3631cecac9d066bb7bcbb1323acc5d13314f110cdeb91,en_core_web_sm,3.8.0,62e6726076117cd193e3f5632c3a5ffffbee76ca38391ab726aa50c035dd7b07,1627,62,127,37,11,4,0,0.17824216,0.09280885,0.14074985,16
BAC-2022,BAC,Bank of America,Financials,2022,0001193125-22-067335,0ceca73c3d6d66c3078c97b7412a80b4f46371d8c31074454394e2f53f93b2d5,en_core_web_sm,3.8.0,1b90c0adf7eab1e4014bad030e49f25a3cd981cde7a10ba6dee10fd526ea2374,1528,52,172,43,10,5,1,0.19698953,0.08769634,0.15575916,13
BAC-2023,BAC,Bank of America,Financials,2023,0001193125-23-062686,36de9bfb3350f409772203883ea11589f5e40cab429a7851035f0a8080a4bf5b,en_core_web_sm,3.8.0,ceadfe28936bd69e1b29ff139a7d19edeb1d98636c392f14a050bc15ae991f4f,1553,53,174,42,11,5,1,0.19575016,0.07920155,0.15518352,12
BAC-2024,BAC,Bank of America,Financials,2024,0001193125-24-064529,e8b49111bbe3b3d19bc133a59a3b84428517256360bdc90c7bb505f67a4365c9,en_core_web_sm,3.8.0,615d70d9e9ca7a263750f96c77f2f87f3f69f4c6e7828fa5131f32061a76e694,1577,56,163,44,10,4,1,0.18706405,0.07609385,0.16423589,15
WFC-2016,WFC,Wells Fargo,Financials,2016,0001193125-16-506771,20762f6677d387628bf1c1a95448a555cbf37b3dec9f49dff59c7fac857452ed,en_core_web_sm,3.8.0,cb7df53d6df7e5206b37c5f9626bfdf7a91624d43529a453f05e48ac8608a440,1687,61,119,38,4,0,0,0.17486663,0.09128631,0.15826912,18
WFC-2017,WFC,Wells Fargo,Financials,2017,0001193125-17-083591,50040fa3bf9d77a63041aa8a2f10a7da2f8ae0bd61da7443aed2cc232631646d,en_core_web_sm,3.8.0,3001a7b43aacfc256769b878d9a3e97255f37310cc9db123f9e4aede963eda3f,1680,60,121,33,12,0,0,0.17380952,0.08869048,0.16011905,12
WFC-2018,WFC,Wells Fargo,Financials,2018,0001193125-18-082312,6bd5185abd2d2c541b54493bc798e2ea6d9c57e9e3ce442823982b42de4a17a6,en_core_web_sm,3.8.0,636b0bb732a2c787d2d8364505eb92f34b75579777524daf218a0020ec76feee,1642,51,99,32,6,1,0,0.20097442,0.09378806,0.13885505,10
WFC-2019,WFC,Wells Fargo,Financials,2019,0001193125-19-073314,8693f02e0528c596fe90aa7fcbe4fa2fc757a93590260af9951fed8bfeb91e01,en_core_web_sm,3.8.0,1c278d33d3febc8588dc4a2ea164508ae48f27c7e2c5bb7f9c3fd249b5f7bca8,1644,52,97,27,4,0,0,0.18491484,0.09854015,0.14720195,4
WFC-2020,WFC,Wells Fargo,Financials,2020,0001193125-20-074921,c2ed8707139456ac5afbc4be5ebeaf75307e87fbbd5d4731663ff888e45d6146,en_core_web_sm,3.8.0,63f3de8e924887aaf17d602b4bb1e4e9150732294c6b2659da16287a21afbc02,1609,47,111,38,11,0,0,0.18210068,0.08576756,0.16780609,7
WFC-2021,WFC,Wells Fargo,Financials,2021,0001193125-21-082907,745dfeb2f44a31ce39d408ae2f452f2519c17115f3c74a1aa5a45bc70c51c156,en_core_web_sm,3.8.0,d05c6cb93ab86f5075031857ca6fdf21290c11f06b6f44cf573ecd6ba96f5daf,1588,47,116,48,7,0,0,0.17443325,0.09319899,0.14987406,4
WFC-2022,WFC,Wells Fargo,Financials,2022,0001193125-22-074612,0c1887bd29d65a8782449506d048075b0403a448e56b1e39edefc4408b4d2055,en_core_web_sm,3.8.0,9dfae105ad618c97f353dd142c6ddb2692b83e6694cb67cbc2f33a87ebc7fe60,1585,49,131,41,14,0,1,0.15899054,0.08328076,0.19684543,12
WFC-2023,WFC,Wells Fargo,Financials,2023,0001193125-23-071373,b0f53b2d079c24fb82c229b65637fb335a0f8c99f9e889a8be00efecbae7a9f0,en_core_web_sm,3.8.0,3660a16033edb5f4d6ecc21c65d56e3197b7f2bd86a9124ce809e6ea1ad55310,1578,51,119,43,4,0,1,0.15145754,0.08808619,0.20722433,9
WFC-2024,WFC,Wells Fargo,Financials,2024,0000072971-24-000084,4cfc6a845a2bfc1e48a40899a1f51aeafd14cf5b36a92368b0fa6204707348d5,en_core_web_sm,3.8.0,0d0278db34714c3ce46b51e7be86efd968f92e7801e05317b0f85008e17ad1c0,1654,51,79,28,6,0,1,0.16021765,0.10278114,0.13784764,19
GS-2016,GS,Goldman Sachs,Financials,2016,0001193125-16-534905,3cec45b6fc5f569c753fa10e01afc999b98e592a30b6a13b15c629c6c10f47d1,en_core_web_sm,3.8.0,2c9ff620ac6c36acaf460e91934ac68080d7c5532001996fabf044dd38cb30e6,1628,50,117,32,5,0,1,0.13144963,0.08046683,0.22604423,9
GS-2017,GS,Goldman Sachs,Financials,2017,0001193125-17-086538,9216c37934dab437d6a0ebf9d2658871ddcf1efa7efb9e6b64b963c5c358b650,en_core_web_sm,3.8.0,0fc4c13cdcb2772ab7249520052828576716968926a64c15bfacaccfe6e40768,1641,47,135,33,9,0,1,0.13528336,0.0670323,0.24680073,9
GS-2018,GS,Goldman Sachs,Financials,2018,0001193125-18-093157,8d72c9044a4c68f3f049e0ef86985435d30e1eb6336ae7ec5e95d865fd33c596,en_core_web_sm,3.8.0,63d69482f8c341f8c66d48748d6cde8cf7bb2593040c50864640397f4aef8ca7,1621,46,140,35,5,0,1,0.12152992,0.06785935,0.27143738,13
GS-2019,GS,Goldman Sachs,Financials,2019,0001193125-19-082951,347aa72e359a802ea71da819535eadf6bce9f15186999274094eebed459a78ff,en_core_web_sm,3.8.0,15a5bc76044df1c835624878bfeade8244dc37f872e025a221ce1b0dc0473247,1622,48,142,37,6,0,1,0.12577065,0.06720099,0.26880395,14
GS-2020,GS,Goldman Sachs,Financials,2020,0001193125-20-080718,7aa695e62c02356740047c42c8b7d8b4e312becf4b1c2193d3bef347b27cfb30,en_core_web_sm,3.8.0,2d6d7ca56665351c2987dabe050da0972d67925c9b2423204a19a03ababbfd60,1614,47,138,40,6,0,0,0.13320942,0.06753408,0.25836431,14
GS-2021,GS,Goldman Sachs,Financials,2021,0001193125-21-087020,aacadd2b24a0d2b78f7704623b80c937f39a76de08998269b94adbc04a42d878,en_core_web_sm,3.8.0,da6d6afb0b5a403001e52872c786fa56867f92a9191ae89cfda85700927b2859,1609,45,139,39,3,0,0,0.13175886,0.06650093,0.26848975,14
GS-2022,GS,Goldman Sachs,Financials,2022,0001193125-22-079120,cc17744da76958314419c7f34c55a30e7995650257db5dbd5fed59071afa673a,en_core_web_sm,3.8.0,caebe44aa4efe649e5e0448a02a033be2315a4945f5f62aadafd103f67055b99,1596,41,144,39,4,0,0,0.14285714,0.06641604,0.26566416,13
GS-2023,GS,Goldman Sachs,Financials,2023,0001193125-23-073347,bd0d3d7f5494767a5607ae4c46d672c57bd9c778dbb86f75e249a3bb1f7fd404,en_core_web_sm,3.8.0,cdc851ed29285faffd195b64cee638d06651b2628c54e1bc568e8c9a43ce14a2,1578,41,136,41,4,0,1,0.12991128,0.06844106,0.27249683,13
GS-2024,GS,Goldman Sachs,Financials,2024,0001193125-24-068743,0ad0b1a86b119b1bb9184736dca21a6e85a97527323d22fffea2e90092259153,en_core_web_sm,3.8.0,7b61b800336d60d0c1fd9edbc449c325008f23854d674ff9380e73d940f60d72,1575,37,143,42,6,0,1,0.12507937,0.0647619,0.28380952,14
MS-2016,MS,Morgan Stanley,Financials,2016,0001206774-16-005286,7c904b1984aab1d3de7be41b8659c757d7290f6c1cba8ed4fec6a8311516c91a,en_core_web_sm,3.8.0,5ceac4f317428211467b66792b91509f93c0ccf833ace385375ac27b8f563357,1561,41,143,35,7,1,3,0.17296605,0.08327995,0.22805894,6
MS-2017,MS,Morgan Stanley,Financials,2017,0001206774-17-001114,a53b0c8009c4bdf461593cc11a8a6be72eea843c0d289cdcff1139074ab3f63f,en_core_web_sm,3.8.0,84983776aa8c95ce424dfef1348096c766892f53ed9bf55e0a6a58091e67812a,1588,47,142,38,5,4,3,0.17128463,0.08312343,0.19080605,3
MS-2018,MS,Morgan Stanley,Financials,2018,0001193125-18-109962,f0bba52f4780d35e04fb00d8a8fedc8ed375f7fff10921f1b06c55af9201e2a8,en_core_web_sm,3.8.0,223247d5f4ea440a97d0949bb1962e6b2ae15af1868903628d5b8ab3d68b8816,1544,42,128,36,9,1,3,0.15673575,0.09326425,0.21891192,8
MS-2019,MS,Morgan Stanley,Financials,2019,0001193125-19-099179,a3ba9862ae5978ce8622b9b0ab9bfbd6cbc3b0b8ccc22bb2efad6152be64c943,en_core_web_sm,3.8.0,9d339ac9781506d8d4e8fce258031657bc66fdbe14c134c5bac9aaeb55d61ed6,1560,47,135,40,10,1,1,0.15576923,0.08397436,0.21602564,10
MS-2020,MS,Morgan Stanley,Financials,2020,0001193125-20-098079,af2efd5bf0f9a08a73907768efd5ad03783803f687f553ed5d83ce7d8952efe8,en_core_web_sm,3.8.0,0a6f612dbc6ee3469d220dd8fbc24eacf0016bb7a1ab89fcce8f73de560a6020,1588,52,97,26,6,3,2,0.17380353,0.08186398,0.15428212,8
MS-2021,MS,Morgan Stanley,Financials,2021,0001140361-21-011226,8b7c8f3666e4ebb2d26045093b2c9bd725b99c9d10f0db43f8224b9fc95b98a7,en_core_web_sm,3.8.0,21204115c4d0211f3afb12eca3cb963fb6a8a072768e276777b08ab89fd7efa5,1677,62,91,31,8,3,1,0.17113894,0.09719738,0.15384615,11
MS-2022,MS,Morgan Stanley,Financials,2022,0001140361-22-013794,9d82c8fe6460866dbf82b051e43f67864fd723e9e95d51b9bdb5cf16c93f8f3d,en_core_web_sm,3.8.0,2fc8bdddefe9a65f3ab924cc689f06cbef9bb4398174b223a7604fab2f45564c,1683,58,116,33,11,4,1,0.15508021,0.08377897,0.22341058,13
MS-2023,MS,Morgan Stanley,Financials,2023,0001140361-23-016930,0964c7dbcaada502334f3c5886fca273d6f294867799549858b92bccdb0642e2,en_core_web_sm,3.8.0,8d43a1a28776aed75024bbed9503f7917e3d6c94d2c5efd031bae527ada71c86,1600,48,146,40,5,4,1,0.138125,0.066875,0.299375,9
MS-2024,MS,Morgan Stanley,Financials,2024,0001140361-24-018302,3add67cacf7c6381a85c0d56d3144e50ce3b60772f005aa30de9ca537066deef,en_core_web_sm,3.8.0,cb1d3dd060805e456c439258a7f6a7a3c14d4e5d5c5cfb709b05a6ced6e17f56,1643,58,161,43,12,0,0,0.1339014,0.06025563,0.3347535,11
SCHW-2016,SCHW,Charles Schwab,Financials,2016,0001193125-16-523055,93191fbdc6c00ed0d6ce863484c893c22d0440b8c4db7efae44b81cdad0216ee,en_core_web_sm,3.8.0,81153379bc26399ebaffcc0d2d13f7ce6d57ceec020b811d34f6aa8d830a5d55,1570,51,158,41,16,7,5,0.16369427,0.07579618,0.24968153,6
SCHW-2017,SCHW,Charles Schwab,Financials,2017,0001193125-17-103408,b62da4fff63d1193ffe3dfdd1e0f55f8cde982a758a98d54a28da41319a27a62,en_core_web_sm,3.8.0,e19d0ea5bf4b9ecbe2f46b17557a4b4fabbbbe99d5ea16ea41a8d6f1711bbecf,1526,46,148,33,18,4,0,0.14678899,0.07667104,0.27916121,9
SCHW-2018,SCHW,Charles Schwab,Financials,2018,0001193125-18-103068,f0561e848af3cba8cfbd208c1b332454265943158987fc286b65cf9f0d27b24e,en_core_web_sm,3.8.0,aaf15fe8472eb5cd0f9cf4db9bd88f0fcc255427a9c714eb2dbd418c9de5d217,1553,51,160,30,21,6,1,0.14552479,0.07533806,0.27495171,7
SCHW-2019,SCHW,Charles Schwab,Financials,2019,0001193125-19-092204,b23349e3d0857d90200834d6c04c2e1708758c1e986e7c7fc13de2564a8bd651,en_core_web_sm,3.8.0,0ddc5c944b0979cc92957943d6b4227fcb04a76593b0a349af5d02db20bfd63d,1568,54,155,38,17,6,3,0.15497449,0.07780612,0.25765306,6
SCHW-2020,SCHW,Charles Schwab,Financials,2020,0001193125-20-092483,71fccbad34d1b6b14d5caef30e4473c91fd23a729e61fa58dc3b83703a0dd7c7,en_core_web_sm,3.8.0,c126329c2b2e134642b99762f68f0e2626f5a8924a5b58858946785c112f0fbe,1557,54,151,36,14,6,3,0.15285806,0.08028259,0.25176622,6
SCHW-2021,SCHW,Charles Schwab,Financials,2021,0001193125-21-104906,15db1ba8cd9cb0482a2acacf0725074953fd7c85cd7245ccc1518da8b77dccf5,en_core_web_sm,3.8.0,411c3206b1edd0b9a7fdc177a189eb7e15b1dd7f576ac0a2b16ad854025b7f39,1538,47,154,42,19,5,0,0.15344603,0.07282185,0.26983095,5
SCHW-2022,SCHW,Charles Schwab,Financials,2022,0001193125-22-093320,1275b8369f1d6290733ebe049363db117301ceed78b52e24ead997218aacf61d,en_core_web_sm,3.8.0,293d995a6e3e9652b22f5dffc46b12579302739d85888491a2ffc9b0ac5df5a2,1520,41,164,47,17,3,1,0.13157895,0.07105263,0.30921053,6
SCHW-2023,SCHW,Charles Schwab,Financials,2023,0001193125-23-086655,5b0ed700d2d623595fa284339556fef109e15701776f8502ee9ed6332319596b,en_core_web_sm,3.8.0,092a735cece4ba56b20bf5b45984f4c286a221f6c6e20a27942a2287388a2fc2,1515,48,143,41,15,0,1,0.1379538,0.0660066,0.30429043,7
SCHW-2024,SCHW,Charles Schwab,Financials,2024,0001193125-24-087883,c75810849e0ed3c3fc6375384908750692c72815beb16c853c89cc90d543baf0,en_core_web_sm,3.8.0,9869e713983ad829bc05e7286c892ecc7f8816ef5bd267a36c7d2ac1e4f56ac7,1510,48,160,43,21,0,1,0.13311258,0.06490066,0.3205298,7
AXP-2016,AXP,American Express,Financials,2016,0001206774-16-005032,c509c79217eaad844252e289ef92b438e87c262b860244d6c67ccf1022e1de62,en_core_web_sm,3.8.0,5bcb52fa7b7f564700a1981a0f364d8222351d350a5603946495afb75fd90cbe,1600,51,155,59,17,0,1,0.17,0.06125,0.26375,7
AXP-2017,AXP,American Express,Financials,2017,0001206774-17-000900,303fdb4d54c3a16c837ae329f7888150b08773c382ee965225f622dd98753d00,en_core_web_sm,3.8.0,49ad5cc989a16d49d1ee07794cbc440fbbab82ca51a841cfa008d2ae5fee24e0,1554,50,210,64,28,0,2,0.14543115,0.05920206,0.31724582,5
AXP-2018,AXP,American Express,Financials,2018,0001206774-18-000866,aa8806b53ed26dd7eddc105f6da167225454dcc960f56ddf33cb51b315400ebd,en_core_web_sm,3.8.0,43d11dd0a19ce3b4eaeb828a7cce2f03b3d7fb164b6041c911d23da152a44e21,1594,45,166,49,22,0,0,0.12233375,0.0727729,0.29548306,11
AXP-2019,AXP,American Express,Financials,2019,0001206774-19-000869,9beeb1a6896bda658e3f4bd5996516f6bfa65d7f4278fa9f35fefba09a075c80,en_core_web_sm,3.8.0,8fdfaca645ee760c2032b30ef63cbdb841db36580c5981fb51d955ecf5fe6876,1597,40,142,31,3,1,5,0.16468378,0.08891672,0.20225423,10
AXP-2020,AXP,American Express,Financials,2020,0001193125-20-083487,899cd397e3e8b56179681344ba39f807e81fd4d2e8736246fe80528ecc705eb5,en_core_web_sm,3.8.0,3e6129a708316bb7ae64dbb4aa5ac93fdf116f7f2fcc9b7b4d1cb3d04c16252e,1580,38,108,33,2,0,0,0.15886076,0.09050633,0.20886076,17
AXP-2021,AXP,American Express,Financials,2021,0001193125-21-087284,362b8a2bb279beb007e1309a86827b447d7a86433c1e12ff770655794fbc9985,en_core_web_sm,3.8.0,d7a27e38762700bc6bf04320b8e3973d38e488387cd4c098b7bb51fef60aa289,1607,49,105,26,3,1,2,0.14623522,0.09396391,0.2022402,24
